node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,total
83,25609,59419,38007,32053,74176,150812,119879,130545,166306,166500,108900,72411,51138,61593,66018,54343,52505,121570,72731,99312,57718,54157,42139,70941,67421,83459,124747,50851,89237,2364497
84,96695,73677,99133,39994,128761,84433,88147,137314,208120,166669,195675,30692,23289,30006,61288,67770,97118,27997,63024,61225,65337,47015,131712,52423,96644,63559,108812,64152,95754,2506435
85,67736,71785,58981,101961,106945,96292,137347,148363,121829,148891,197482,47918,60809,69684,70138,22002,47870,16350,73498,82366,66023,48652,56689,110216,61296,145718,129889,193788,60151,2620669
86,72630,60267,128319,72994,101323,59382,69625,53740,71449,76026,152287,78239,30604,122060,50258,86612,51640,54234,72515,40213,74467,69144,32025,27917,53373,54660,126600,52094,82387,2077084
87,98660,86374,102833,117724,94364,101273,110474,104796,86538,121947,209192,43045,44472,17977,33273,85982,58990,16922,106848,42779,123620,52493,56762,35847,66922,71202,186983,53327,51615,2383234
88,90664,31262,116640,73987,73767,68826,59891,82737,103109,109807,283017,62004,57217,53899,69870,86277,68246,40617,20000,105867,81805,65439,70148,134418,61933,111964,173587,33681,45814,2436493
89,96110,43743,58865,34881,74284,46242,37047,52808,25390,78675,80915,37404,55584,42570,45440,79223,58056,88968,106335,33901,73151,38543,65433,31839,83369,118751,157012,23610,74821,1842970
90,39733,67881,33888,39883,48247,44767,37350,35458,19450,38427,58171,81218,60564,36360,105360,13692,98644,78153,44956,41806,18343,44890,74286,31647,43413,99994,116440,60003,36022,1549046
91,43716,48661,30708,32813,31561,57517,38754,35812,26952,61379,23076,29009,23058,25518,34856,58708,85838,38769,46834,140752,31587,96152,58070,27666,39758,34566,38452,104333,6126,1351001
92,43747,104098,30000,23833,29595,49063,24254,76748,42629,34424,60215,74556,17678,46151,34308,47641,53494,76450,55073,24316,32485,39954,51290,37632,73040,57949,76166,61622,42921,1421332
93,30620,54868,24465,34582,20012,31334,16234,30442,28722,13297,43068,46713,72893,46819,22165,24884,25798,40686,44001,54452,51933,77653,71310,37831,36890,49930,43438,52032,34030,1161102
94,60815,24603,52110,60727,11934,34706,57568,33276,40847,61974,144917,55013,64059,18303,45138,88735,45214,106432,63199,8846,30358,58956,51027,36566,56665,58160,47175,48038,85679,1551040
95,69743,63661,50455,96996,77601,71126,43878,73375,58255,75511,27815,72120,47640,55094,40000,29989,38182,9966,46942,55264,70437,9942,34399,55478,56594,7713,49009,42674,97640,1527499
96,285743,65649,56608,63512,53083,110926,74199,76693,37524,72763,86833,18628,60628,59138,51003,17910,68317,22043,26774,27357,98429,17133,117023,52648,62682,27157,59190,66202,90124,1925919
97,81053,192177,30211,54073,55359,132137,146473,99297,34688,54274,60441,30906,33601,22628,23599,54872,19721,86842,13441,38366,71375,96662,19112,17938,72117,14589,90484,12467,70219,1729122
98,35130,22721,87624,53114,64731,28743,20000,82730,51704,19758,53652,77488,54532,44168,35610,36113,61585,47969,38018,24645,80365,63510,36061,51138,31138,63069,45359,14549,62942,1388166
99,39982,61573,33515,140803,126577,137100,67902,144576,102295,138547,40126,34500,40842,43566,36457,89864,24996,50115,30000,68703,72044,65562,40953,56709,51688,52193,102147,34682,78052,2006069
100,58587,44039,56601,56501,120423,140971,136426,182051,219463,209612,107027,57744,68451,31561,36602,23281,26297,45166,41384,111300,51851,107342,27731,30000,82027,135381,162091,44595,112189,2526694
101,75124,85802,85344,57769,162241,104447,103079,89270,112520,220727,190239,86707,30493,60673,60464,46823,86255,37156,82980,54704,40929,97274,76720,93318,77741,66909,206798,73530,88782,2654818
102,65765,60749,40942,109028,102323,89738,119765,107209,144676,202780,168776,75728,33276,58810,20006,56747,47275,46658,90493,10329,67214,90244,68977,43345,95945,107170,167838,135686,97137,2524629
103,13677,59251,131090,87721,110202,100369,114026,97549,54877,171836,148744,50553,103167,27780,60979,45111,67034,42132,99762,36646,76507,39809,73040,35548,44072,97645,126971,53518,48972,2218588
104,66514,84562,69814,54787,85977,105883,87862,57497,99222,82293,208243,77273,78342,22535,81405,40003,130495,31844,85577,40907,77520,66464,39239,47936,40133,119503,109288,38488,37124,2166730
105,157652,46708,64843,55577,91290,42784,69287,53399,59893,107978,152997,58523,25468,49592,82101,104787,22122,73711,96413,81657,89682,38068,60579,36970,120054,89602,124949,53336,75763,2185785
