node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,dir_29,dir_30,dir_31,dir_32,dir_33,dir_34,dir_35,dir_36,dir_37,dir_38,dir_39,dir_40,dir_41,dir_42,dir_43,dir_44,dir_45,dir_46,total
1009,69845,15991,14094,16133,10631,13355,35073,30105,38210,14748,18701,19818,22108,16404,20314,17192,67118,46959,31298,35561,64673,38510,31054,49859,15697,14197,21856,18576,15474,19103,19565,7496,18015,19625,17074,26903,23625,16421,11836,16959,7012,8565,15785,6255,17083,10197,14157,1099230
1010,67258,18351,19139,20707,18226,27202,34296,34228,43736,47269,12583,13908,18091,12488,15720,25222,67454,76215,57665,57581,53235,48269,46263,37840,9464,10329,14044,20012,17064,19698,15796,27531,42462,34339,30943,60754,50478,23432,18464,27068,13668,23276,22976,6248,33561,34903,18322,1447778
1011,62925,10259,8577,11975,27147,19418,11684,6305,45306,37798,38471,6905,22832,16031,8319,27217,113208,85232,71589,61934,57977,58386,53027,47798,6750,7870,13235,9714,13399,10622,12519,21612,30629,29596,17986,43375,34078,16665,12315,35561,16227,19408,26117,4160,36269,29127,12981,1370535
1012,58171,43548,43384,41222,36205,20868,12415,62356,17511,15099,12687,21182,46237,30837,20692,27765,114816,105528,74450,79387,80404,54761,47548,66164,26433,26028,29284,36260,33941,37368,44879,10663,6164,13944,9652,8107,14437,11071,15526,15432,77316,25710,275898,222890,221468,207177,205179,2708064
1013,34502,21774,21662,17044,15527,18833,25476,55921,14407,12365,12061,14758,16483,33213,12533,13359,75709,82652,55098,60689,39463,41765,48105,38418,19290,15702,20105,20464,30409,26893,34491,25819,35577,21573,11303,8556,14746,10651,9268,12786,48527,17591,170494,109139,109116,102493,105642,1762452
1014,38802,23345,13711,17772,13955,12630,23417,48071,12943,16851,12832,16680,20902,21118,34902,11269,86819,72100,50528,68304,47582,42056,38713,40170,17929,18897,24144,20858,25218,28712,29161,14135,10977,30532,15617,10647,13295,8677,8222,6829,45102,12834,143408,112873,104637,95671,99540,1683387
1015,32470,20707,18271,14546,16071,17393,20505,43727,18572,19631,16666,26563,25263,18010,20993,64282,50838,51011,94319,106063,75596,58161,52404,46851,18590,20187,21659,22099,22090,21243,32188,16346,13790,16264,19493,15388,17902,11769,8135,13858,44250,13821,155070,113802,112599,112463,113290,1885209
1016,34009,18396,13330,13492,17938,10876,16664,174387,8576,18114,14837,12168,17033,19230,13072,39210,78630,51387,67500,58057,71344,43814,39485,34819,15201,10389,7447,15664,10833,14943,14811,17388,12398,11392,22808,28537,26253,15072,11126,9918,49522,16305,176494,125643,117977,114073,115327,1845889
1017,38155,20110,18445,13399,16772,19030,17360,193441,31241,29911,19317,15179,13724,14172,39993,36531,82523,71654,63650,74634,64725,77986,44793,48933,12337,16281,18113,16394,14165,12779,14601,23278,13689,16081,19337,22789,31585,17695,13606,12559,52485,15537,175026,122153,115953,112544,119290,2053955
1018,54128,23689,18130,20854,20469,24502,17545,200799,19730,38564,15291,18592,14861,19806,16310,66332,102575,79564,108606,100732,71324,64313,81360,23937,18301,31543,23767,14157,11514,11646,25787,12389,10402,12269,7344,4393,25943,13554,11130,49202,16525,125609,107584,98641,98914,96164,602008,2650799
1019,34888,20041,22786,27801,19949,18259,15916,164890,22929,13357,10170,13665,17297,12049,13873,20985,93147,103690,91861,68135,58676,81332,118355,54243,14443,17254,26209,34765,13947,11697,36658,14361,7689,16895,3951,2752,6309,15714,13896,41717,14825,116801,96701,94795,90288,87421,321809,2219191
1020,46923,21172,16496,21157,15498,21057,16302,161539,16525,21681,13768,14722,12901,16152,12718,17131,94237,149068,115625,69395,80684,75004,54234,39959,9782,8582,14808,24714,24979,12144,26108,13993,9268,10622,3151,4976,6985,3558,15981,41388,14225,104027,81413,77428,78936,78479,285385,2074880
1021,47570,23563,14464,20503,18983,21470,17530,122446,21794,21379,21602,17066,15866,14913,21400,21803,91834,139255,80276,58745,60490,49667,86564,55397,19048,12669,18569,22413,26379,22050,23482,9673,7557,8464,4291,4580,3687,3347,5768,44304,9914,100648,85237,84266,81341,81767,298550,2042584
1022,148940,120848,75195,87315,74322,79644,110048,148796,53653,47783,42336,40742,104741,95478,90639,115082,103541,161786,108165,115743,89810,93675,110178,70779,44941,56426,84522,57569,52066,78723,28928,26052,18500,40755,42189,65772,26606,21844,21321,24462,80347,257086,204562,192608,190973,181872,501826,4589189
1023,44528,150411,126157,28931,22272,22267,22269,15422,10561,12626,21852,13680,19032,15715,7584,11426,150112,105538,101714,102474,100956,94269,107452,105148,22217,32734,23688,16289,16221,14452,9963,4007,4778,10252,7525,9751,8805,7609,6853,8984,59197,105771,83722,86677,85439,83235,321320,2441885
1024,517017,470622,429951,385582,418142,563503,505066,520985,519134,474456,760544,445726,13068,10568,10317,9967,5483,69090,72569,53300,56604,58626,61682,59231,53596,58403,55984,55037,59521,48874,61353,55633,59521,56826,48770,55888,48702,51068,50644,59590,57061,57239,56360,52620,51066,52383,58331,7755703
1025,45782,70049,39721,32494,61595,56422,37589,31729,23109,32281,95079,25134,12062,24726,22766,19281,10487,62500,70832,51456,50023,54250,53409,50088,50471,53078,51092,50618,50331,44153,54189,46724,52894,47832,43613,49977,42678,45204,44140,55111,50752,48927,48343,42296,41679,41773,43761,2132500
1026,36999,57198,34971,34482,43134,47524,31900,22571,27260,27858,117132,16595,9220,33926,22529,20232,12228,55759,71992,48142,41799,45047,46208,42058,43155,46857,45626,46099,41847,44019,46706,44031,44268,41477,37959,41659,38037,40230,37227,45120,44800,40936,40145,35709,37222,34626,37628,1902147
1027,38863,52158,30271,33192,40436,44046,31006,28785,22131,29323,118836,18130,9596,39351,24686,22751,14230,56585,74176,43655,39268,44039,44881,41864,40900,44283,43267,43344,39609,42809,45530,45553,41419,40945,38312,39622,38078,39311,35945,43250,42054,40409,38254,35122,36363,34138,36382,1867158
1028,36160,49297,28879,27918,48564,47390,39698,29110,21565,21912,97935,16860,8779,33826,21811,26904,12014,56777,77203,40836,36747,41087,41856,38239,41278,42110,42637,41911,39186,40969,45311,42108,38413,38305,35265,37852,35110,37506,33909,40604,40504,39161,36443,33492,33252,31761,35569,1784023
1029,290724,237582,218137,205783,363456,177527,8526,31667,22396,26213,23405,35580,50295,18480,17565,16490,19689,16590,18095,18306,17976,19190,17561,17119,20047,20094,15209,16407,14204,16066,14101,15619,14568,17396,16689,18251,15736,15509,12469,13849,15752,278812,273682,261624,263472,260141,261536,3759585
1030,352196,210096,175224,141003,131928,102242,22104,2038,1409,1364,1131,2173,3517,3175,2675,3048,3243,3334,3931,5745,899,862,1027,1034,488,766,754,949,1212,1244,995,607,420,579,891,1591,1928,2461,1861,1599,1638,9778,10718,9999,7800,8989,10428,1253093
1031,176940,8193,4886,7857,5939,1196,1045,11504,7428,5207,6155,4666,13797,11237,9971,12064,12246,15501,17164,21536,2784,3858,2342,2677,2314,2893,2050,2243,2965,2698,3481,1900,1892,1110,1718,4947,3221,2814,2979,3373,3388,7628,7717,7062,7538,7941,7512,457577
1032,197347,3883,2833,3262,2732,508,226,534,4435,2927,2314,1529,3231,2498,2306,2402,2228,2398,2570,2634,694,613,602,763,578,658,1661,1566,842,794,999,704,796,365,292,1157,1367,1118,2216,1254,1248,6766,7225,6709,6477,6359,7006,303626
1033,191387,3672,2831,3218,2624,525,214,1368,223,3955,2854,1883,4064,2692,2030,2235,2025,2112,2425,2511,885,699,1613,586,517,562,499,590,768,669,912,736,788,417,229,1471,1212,1005,1264,1126,1176,6633,6554,6145,5818,5743,6893,290358
1034,196472,5123,3029,3538,3164,473,208,330,222,1299,2977,3253,3015,2135,1963,1930,1895,3065,1990,2458,1710,723,664,593,605,576,502,452,667,671,747,601,950,358,261,2949,1129,1012,1148,1083,1101,6169,6285,5955,5812,5539,7307,294108
1035,188443,4049,2607,3369,2784,687,192,276,208,310,156,4097,4285,2518,2397,2492,2424,2473,2314,2868,860,773,691,681,656,692,529,1576,733,715,1768,808,928,350,1243,1998,1189,940,1131,1014,1098,6604,5971,5594,5800,5347,6137,284775
1036,207408,4223,3761,4534,2869,551,175,292,123,201,161,188,3015,2480,2257,2145,2280,2143,2252,2543,720,686,619,575,597,525,518,564,682,679,820,901,897,369,1214,1459,1120,1033,1085,1120,1067,6160,5748,5436,5434,5161,7033,295823
1037,179479,5072,4465,4293,3718,778,396,802,308,397,352,364,345,8210,7119,6293,6158,6990,6477,6235,1907,1547,1572,1486,990,1162,1009,1039,1352,2466,1962,1729,1996,707,468,1587,1219,1070,1208,1237,1232,5659,5337,5231,5148,5067,5485,309123
1038,189380,5104,3752,4305,3955,663,382,1715,304,407,345,337,1373,548,8995,7105,6905,6223,6393,7279,2142,2888,1672,1465,1123,1097,2052,1057,1608,2403,1747,1642,1666,629,474,1045,1150,956,2098,1155,1135,5122,5313,5336,5126,4928,5517,318016
1039,188393,5556,3947,4522,3864,704,1324,668,348,419,282,377,280,473,580,9425,7586,7577,7428,7928,2478,2016,1711,1675,1316,1218,980,1116,1867,1535,1794,1677,1763,736,1469,3000,1064,1071,1049,1062,1155,6086,5390,5085,5228,4784,5477,315483
1040,173452,6053,3834,5083,3973,813,1381,666,318,394,328,285,314,492,599,1497,11725,9066,10024,9856,3456,3002,2604,2034,1979,1822,1310,1232,2037,2062,3179,3062,1963,628,1580,1052,1175,1016,1070,1064,1215,4964,5391,4975,5311,4854,5390,309580
1041,211430,5930,3958,4834,4227,815,390,598,303,382,272,359,319,476,708,511,595,13586,11562,12634,4012,3751,2972,2933,2668,2086,1361,2467,3178,2944,3656,2333,2195,873,437,1951,1169,1029,1089,1102,964,4905,5077,4815,5146,4577,5324,348903
1042,188465,6300,4427,5273,5157,927,406,676,301,434,339,438,344,470,1643,508,608,615,17709,16356,6033,5329,4962,4329,5004,3835,2073,2116,5032,4402,4261,2852,2586,1150,638,1949,1047,1070,1081,1087,1213,5005,5273,4768,5036,4701,5306,343534
1043,192458,6506,4614,5670,5312,766,377,651,353,429,393,345,362,518,602,502,1606,680,460,24445,8534,7756,6347,6268,5852,5611,2796,2638,8388,7536,6827,3084,2853,1140,703,916,1106,1000,1074,1142,1159,5900,5234,4844,5085,4653,5052,360547
1044,209553,8891,6875,7797,5985,1134,406,681,379,486,315,1410,360,618,734,467,602,629,449,639,13314,12193,10259,10767,11443,10006,4342,3909,18578,15896,14732,3976,3683,2167,1162,2958,1087,1072,1058,1169,1174,5042,5039,4815,5058,4660,5331,423300
1045,194269,3629,2618,2965,2150,2382,244,270,165,297,201,198,164,406,400,363,362,1473,319,382,291,7397,6311,5819,4326,5032,2297,2044,5963,4283,3967,2906,2963,1628,774,837,909,1003,2035,988,984,4936,5131,4891,5018,4757,5375,306122
1046,201232,4257,3165,3395,2586,2425,223,390,248,348,245,245,216,333,605,369,373,444,359,373,318,348,7933,6648,5553,5065,2951,2693,6106,5647,5074,2741,2956,1866,837,2882,1041,1003,1011,970,947,4882,5234,4767,6098,4720,5216,317338
1047,179317,4202,3031,3827,2517,2331,237,294,212,303,272,244,178,348,335,332,374,391,244,383,246,255,275,8222,6350,6155,3734,4103,6500,6325,6202,3610,3222,2143,1037,804,988,931,1023,979,977,4724,5092,4769,5076,4728,5253,293095
1048,210157,4481,3190,5001,2919,2569,193,258,202,247,202,1235,167,307,380,259,1352,335,1295,367,226,320,276,246,8148,7497,5140,3862,7338,6622,7001,3867,3633,2165,1065,814,963,972,956,1019,950,4794,5070,5704,4937,4581,5248,328530
1049,193153,4617,3787,3981,3073,2510,239,292,182,275,169,240,193,262,325,268,286,319,319,313,287,281,245,282,336,9604,6414,5392,8334,7046,7844,4563,4624,2780,1275,1862,1049,909,1020,913,982,4911,5011,4657,5094,5576,5315,311409
1050,183230,5214,5339,4268,3263,2736,201,337,169,266,220,248,194,312,397,248,479,352,246,337,264,304,228,302,311,1200,9004,8399,9154,8534,7642,5290,5676,3781,1465,1907,997,900,973,976,1006,4701,4968,4574,4923,4515,5266,305316
1051,193233,5909,4606,4965,4090,478,205,298,1196,226,140,227,177,266,263,228,280,301,219,285,174,198,232,288,245,161,182,6814,6578,6036,6446,5484,4729,3292,1307,813,1004,1996,2030,982,991,4870,5130,4607,5905,5522,5365,298973
1052,157268,6495,4998,6018,4801,566,203,1208,207,232,178,224,164,221,274,216,288,1284,165,253,1227,214,193,260,1268,180,127,310,6874,6621,6517,5882,6565,3978,1962,823,957,952,1012,932,977,4777,4937,4671,4790,5549,4964,262782
1053,163717,18153,12964,12677,11344,454,295,314,1329,340,279,292,252,361,425,360,520,386,375,442,299,1287,310,1329,383,292,220,279,454,15612,14612,10646,8817,6644,3761,895,994,1001,1035,2027,1051,4721,4964,5514,4820,4566,5125,326937
1054,167929,22013,14055,13989,13800,533,324,297,269,344,278,336,238,368,472,358,447,447,328,463,328,372,260,1392,331,278,204,297,466,339,19127,14250,11875,8226,4809,1927,978,968,1007,1076,1042,4725,4861,4535,4673,4456,5063,335153
1055,176700,27608,18151,16606,15262,560,348,305,279,1358,310,1323,259,449,489,422,517,437,334,513,368,488,1335,490,1454,262,278,434,660,579,390,22866,14361,9441,9558,961,2026,1033,1091,2038,1108,4742,4880,4483,4765,4665,5130,362116
1056,198849,33241,19674,19563,15196,1746,254,197,1246,367,198,265,231,313,377,308,389,1329,1191,321,329,310,1319,412,349,258,318,323,516,499,371,383,12126,7661,7368,1926,1007,1027,1029,952,2040,4727,5181,4511,4873,4659,5304,365033
1057,176316,33645,23283,18704,15669,2403,198,163,193,258,185,205,174,296,287,223,390,294,178,276,194,327,236,366,381,288,287,278,454,432,282,342,207,7752,7118,2528,1139,1168,993,960,1078,4697,5144,5668,4977,4790,5972,331398
1058,191374,24689,18588,14741,11878,2573,163,138,148,155,127,1132,119,163,195,151,243,189,134,155,108,205,161,213,235,172,181,191,302,1310,1210,305,134,121,7188,1869,2103,1090,966,920,1092,4790,5443,5797,4963,4726,6625,319475
1059,190641,17139,14303,10859,9402,11032,128,93,102,123,86,104,89,135,149,114,134,134,51,110,56,148,137,143,166,142,103,1114,211,200,138,172,106,116,127,3935,1283,1529,2043,1047,1259,4767,5509,4693,4721,5651,5353,299797
1060,255373,1328,455,409,759,1361,1975,777,1805,1635,224,1823,813,2413,739,762,1482,637,548,289,405,647,1989,1537,457,1752,507,363,749,556,2572,3098,3256,1072,991,2284,470,382,476,511,440,769,31071,28892,28865,28858,28704,447280
1061,166339,460,402,319,743,316,311,1696,699,634,140,735,472,299,604,1211,1476,1590,453,233,321,642,1552,501,411,662,1509,385,211,455,1760,3728,1171,322,342,962,1252,393,408,421,332,418,21192,21579,23109,20065,22059,305294
1062,202889,473,374,334,733,323,345,646,728,661,155,801,491,301,616,229,481,576,491,257,301,1644,625,517,424,729,1529,373,159,468,723,7529,3206,1092,1122,2829,956,555,502,408,355,399,20740,21198,23044,20393,21467,345191
1063,186580,1493,1417,364,760,326,314,607,647,643,151,739,457,289,614,226,472,572,448,267,1284,578,529,508,446,683,1492,1340,146,472,479,477,46,3188,707,1608,1529,1009,462,457,388,396,19080,20789,21656,19702,20415,317252
1064,192265,1427,415,301,783,336,316,662,684,673,152,709,454,314,604,229,489,1526,337,257,291,669,551,496,410,673,414,370,134,1439,1430,574,106,3459,946,1600,1787,1953,1476,392,430,475,18943,20066,21696,19976,20966,324655
1065,199719,1411,392,312,733,1304,350,646,666,619,169,761,499,306,556,219,484,596,440,278,327,670,593,495,460,718,503,1385,132,480,913,919,1310,5799,1983,2989,2150,1138,481,484,395,487,18489,19943,21226,19071,20451,334451
1066,147631,4039,418,444,235,335,562,595,650,465,1691,465,388,672,1445,184,1295,672,153,191,320,248,734,344,419,1467,174,98,155,202,22,496,63,27,1029,144,90,103,119,142,1179,7482,883,1081,801,1015,46973,228340
1067,148877,1503,345,415,219,218,456,1443,1552,276,512,1332,275,512,313,167,302,206,145,155,293,245,204,273,363,446,157,123,162,1207,31,2,77,6,1046,79,159,195,117,185,125,6761,877,1005,1027,1146,47626,223160
1068,141793,805,188,376,1171,222,452,377,434,227,454,1266,208,406,199,176,286,185,149,1157,296,272,216,172,373,374,147,99,157,179,11,0,13,1,1013,53,25,52,1094,101,111,5711,1068,1233,1211,1418,36103,202034
1069,148226,827,220,350,160,196,1341,289,1430,159,381,281,198,408,180,161,293,194,153,192,317,256,195,187,351,368,136,103,176,207,9,0,5,1,1031,46,38,1046,1136,109,134,11311,2011,1137,2263,2373,22171,202756
1070,152269,950,225,363,173,206,376,305,450,202,396,279,222,425,212,172,280,201,129,170,276,229,210,187,337,355,159,112,179,209,1143,8,215,118,164,207,19,17,16,1133,271,6682,1022,1183,1056,1362,26599,201473
1071,167837,1716,243,324,1159,210,419,331,1414,164,395,285,244,404,189,169,293,173,142,169,264,249,214,191,339,357,132,121,184,190,79,26,171,84,78,144,216,262,324,235,320,5702,1180,2262,1382,1757,38298,231041
1072,38021,15647,12854,15110,16491,11790,8041,9626,10917,8721,9862,12310,2261,3085,1954,2903,10887,169329,6112,4617,1891,1697,1661,2366,3162,1363,2482,2006,1574,2339,3024,2264,1278,1419,1481,1410,1067,924,939,942,1202,875,1511,1051,881,2313,981,414641
1073,20948,1997,1600,2300,2555,2194,2871,2802,2654,2709,2975,3043,4986,5836,7422,5639,9154,164698,425,692,636,702,524,617,1467,778,1547,1257,1155,1296,1143,1289,884,879,1154,1187,573,732,504,638,918,1623,904,1470,412,462,378,272629
1074,15148,2007,1547,2423,2447,2036,2225,2511,2162,2281,2535,2622,2937,8261,5684,5788,12351,152241,395,805,934,897,734,1724,1465,758,1354,1282,1228,2493,1369,1533,1057,1303,1280,1037,1892,916,787,680,1165,524,961,653,468,266,493,257659
1075,24395,1751,1866,3284,2606,2358,2573,2481,2137,2246,2433,2441,2508,5398,6492,6139,12421,163718,826,1131,1025,1001,1077,1023,1861,1129,1710,1708,3093,1628,1790,2427,1438,1511,1414,1500,685,1876,1807,811,1372,678,1403,692,608,630,674,285775
1076,21621,2291,2134,2376,3537,2134,2474,2747,2082,2269,2408,2720,3521,4677,6819,7608,12814,156366,1715,947,1354,1028,1220,988,1924,1190,1748,1827,1591,2978,2005,2028,2077,1258,2707,1263,797,868,871,912,1221,2028,1427,676,501,587,719,281053
1077,28370,23269,22893,21709,19299,28369,7642,5017,4803,4909,7905,58690,397,650,813,644,394,476,786,1017,627,1088,579,399,500,798,458,518,828,716,1415,504,631,700,906,910,1547,765,421,703,646,222615,48584,30392,28447,25444,26955,636148
1078,13582,9299,9388,9035,9446,5247,351,172,101,117,18,209,65,1697,86,48,8,40,90,62,4,64,47,150,54,1043,13,1051,1046,193,46,3,2,55,44,25691,10227,5135,2722,2374,2905,22058,15715,256585,207152,157613,353679,1124732
1079,9505,3854,3678,3691,4381,2131,263,89,13,1119,4,29,1058,122,24,21,2,66,1011,37,1,65,7,24,1010,27,6,1005,8,1015,38,7,0,5,3,11360,694,328,407,222,748,264,501,96828,28226,27595,19845,221337
1080,6739,4316,4032,4002,5190,2237,293,68,263,233,92,251,228,699,133,99,58,199,224,266,132,240,207,290,204,236,86,1109,1135,162,182,113,20,1222,96,11723,499,181,358,491,712,293,735,104809,31042,23063,32005,240967
1081,5740,4007,3809,4279,3964,3009,292,112,776,1435,1158,199,356,567,125,1167,99,199,239,223,135,137,150,243,117,166,132,70,87,174,183,55,22,167,173,9876,448,210,411,455,663,329,514,90173,24778,34428,16618,212669
1082,8575,4270,4746,3873,4056,1966,206,88,261,375,181,157,1307,438,143,158,60,87,192,239,1159,152,220,185,146,206,126,51,1073,198,117,38,12,130,231,9476,517,225,314,533,601,924,772,94335,27073,31483,16662,218337
1083,8482,4150,3852,3901,4889,2252,179,81,345,389,425,1181,284,438,125,227,118,1175,234,238,112,107,206,211,155,175,141,57,146,128,111,69,23,50,1234,17464,506,213,265,475,735,426,803,97781,20128,18046,23093,215825
1084,8854,3926,4606,3857,3853,1990,121,51,346,324,324,95,336,529,148,325,132,228,242,259,1096,93,290,215,146,160,116,88,129,117,198,92,45,121,216,7916,17,1008,16,30,62,9,104,102497,34198,32878,31306,243709
1085,6862,4502,4169,4338,4271,2394,385,561,655,838,491,160,325,2601,736,894,591,443,480,908,409,267,264,316,124,261,537,313,559,728,557,615,413,328,519,14471,640,404,576,652,1524,1029,1068,101346,20155,33475,27770,245924
1086,6222,3705,3621,3796,3711,1948,130,394,412,1372,214,81,222,493,604,689,461,379,472,634,303,259,162,1157,1174,151,396,354,235,338,259,167,318,1125,382,8549,574,409,548,500,1233,1201,996,98685,26522,25852,24637,226046
1087,5520,4197,4013,4197,4264,2154,187,243,354,350,294,145,168,775,2321,1426,979,821,1061,944,352,399,313,445,349,403,385,276,599,1646,423,408,271,217,557,16631,580,398,583,599,1581,1674,1163,90450,25281,25203,14652,220251
1088,9815,3882,3985,3835,4271,2154,285,473,314,425,337,299,419,728,1087,1921,1138,1260,1187,1659,780,1615,603,611,359,484,722,278,802,552,1794,432,169,316,665,18243,647,392,543,574,1561,779,1074,112236,33780,24039,29982,273506
1089,5751,4197,3687,4044,4126,2176,233,289,418,385,304,187,325,760,719,1371,1659,1501,1367,1654,555,559,375,726,422,623,657,1256,691,558,583,442,140,227,690,13415,1528,424,554,569,1620,831,1334,104593,23886,30932,28311,251654
1090,5688,4131,4120,3893,4013,2336,270,379,375,511,1430,370,455,883,977,2633,2078,1524,1674,2091,528,872,944,845,545,740,656,370,1080,807,779,640,315,402,723,15228,694,440,624,639,1783,854,1275,106804,31255,21897,23273,254843
1091,7700,4249,3941,3928,4000,2173,801,700,1640,887,464,576,876,963,1212,2051,4322,1629,2265,3463,2094,1293,1042,1210,1733,1218,888,715,2213,1317,1528,1170,436,539,1223,11607,634,346,607,624,2853,1096,2265,97425,25644,21350,32934,263844
1092,5844,4368,3987,4054,5506,2378,853,782,611,1136,716,888,1205,1130,1422,2669,4494,2105,3845,3059,1513,1621,1969,1602,1424,1579,881,1112,2833,2046,2299,1417,1596,1679,1433,17131,659,415,694,612,1812,880,1203,85779,32002,31165,30560,278968
1093,5984,3505,3280,3199,3644,2067,61,75,101,88,64,48,1067,113,207,1164,1266,203,150,293,1299,222,130,185,83,1153,82,86,198,254,109,60,19,18,66,11453,770,434,1677,647,1834,881,1366,98123,35018,23191,19963,225900
1094,8846,3832,3164,4420,4796,1971,68,68,1100,195,82,63,102,93,183,205,292,250,128,257,276,157,211,213,111,141,132,77,1153,1188,237,143,30,38,132,9506,693,501,687,751,1855,986,1474,86851,23455,22654,28146,211913
1095,6975,4894,3601,3598,3563,2913,1080,1117,124,129,1114,71,133,152,151,163,293,302,177,343,272,188,326,201,206,127,100,102,257,249,1163,220,15,78,131,14543,815,489,757,743,1640,1110,1578,87959,25180,34095,25893,229330
1096,6458,3705,3453,3415,3496,3011,76,138,153,142,78,121,214,233,235,233,385,340,283,396,409,240,396,1466,256,197,1100,71,276,1275,202,191,65,61,125,17327,566,528,631,631,1568,1003,2707,83607,29347,31041,24688,226539
1097,5333,3472,3111,3193,4539,1725,80,138,148,256,165,141,226,1233,242,291,346,1456,179,292,280,188,294,499,291,189,250,117,274,355,234,160,59,82,261,8366,550,472,636,635,1344,920,1199,88091,19159,31969,22150,205590
1098,7310,3335,3103,3328,3354,1795,130,160,205,287,239,298,275,194,1254,352,378,621,163,317,375,1221,294,1403,215,243,184,124,388,317,419,152,57,59,198,8943,563,469,610,612,2478,1381,1299,91018,27287,24495,30999,222901
1099,8110,3249,3207,3036,3397,1558,19,3,16,1012,23,1012,12,38,62,1072,90,55,56,144,59,1049,50,20,56,1061,39,28,56,72,95,46,9,5,8,13688,505,295,1413,441,1976,2226,1839,73434,25877,22169,21600,194287
1100,6212,3544,3088,3075,3097,1558,14,7,17,18,37,4,15,32,64,56,88,40,1080,54,63,22,21,32,113,73,59,83,68,1092,88,1109,60,20,26,14627,449,309,393,566,939,1137,1825,97077,24694,21768,27077,215890
1101,8588,3648,3446,3449,3750,1746,204,102,110,327,429,30,122,546,306,527,1422,651,308,819,1058,527,226,381,506,528,311,247,197,1779,1668,560,317,337,547,12232,543,371,432,406,885,1737,1884,94104,32701,33176,24273,242463
1102,8271,3379,4200,4207,4406,1491,35,24,71,254,1047,39,22,51,172,303,305,225,310,421,484,128,106,137,236,127,167,138,1096,710,520,198,82,57,157,11838,327,180,273,269,621,1193,1301,90013,33144,25591,26864,225190
1103,9285,3892,3830,3561,3871,2794,134,104,146,304,457,42,102,414,276,517,618,531,383,850,943,392,164,1298,335,454,305,211,171,1454,775,576,266,218,399,14077,460,284,398,349,1003,2693,1788,110134,24758,33008,32281,261305
1104,7731,3501,3029,3171,3565,1612,43,13,69,79,196,29,27,235,138,136,190,189,1226,272,257,40,71,102,172,57,86,44,105,505,192,586,14,9,21,12920,366,263,289,423,694,862,1386,96237,26672,22610,21156,211590
1105,5478,3167,2864,3026,3428,1498,13,5,2,2,12,1,11,52,56,39,21,15,16,45,33,1026,67,11,1026,37,33,19,39,76,1068,70,111,14,76,13067,397,251,352,337,1211,547,927,95296,22594,33122,23957,215515
1106,7045,3132,3052,2937,3350,1510,13,3,1,2,28,1,11,51,58,38,15,12,1009,15,24,9,7,1010,39,10,67,33,19,1026,28,49,77,38,18,11884,1367,203,300,267,1062,899,1020,103249,28287,25097,18658,217030
1107,8378,3199,3065,3055,3349,1513,1016,3,13,12,10,0,10,59,81,44,106,24,89,55,119,13,56,1025,68,56,63,1053,77,128,143,139,83,62,18,16289,432,217,433,1374,1614,473,897,100130,23215,28954,31226,232438
1108,61554,23434,24997,20538,24415,19966,17537,21783,21144,23161,24855,27973,20292,20993,25720,26976,24049,24883,25051,22004,20525,19577,25794,21648,28100,26452,23423,24920,19618,24620,27216,37400,16202,17243,17139,53781,21076,21402,12731,13249,8839,12320,95734,79559,87623,514280,128684,1900480
1109,44789,11785,10792,11532,10164,9953,9047,10854,12101,12140,12372,12514,11208,13021,12521,12005,11282,11369,11420,10637,10751,10465,10765,9664,11283,11696,11748,10573,10578,12463,14347,14867,17352,13484,10957,9955,15093,14948,5128,6988,8011,6811,54917,38673,46827,174790,104818,929458
1110,41453,8497,6988,7981,6682,6687,6711,8251,8567,7850,7660,8854,8312,8588,8436,8300,8571,7505,8411,8596,7360,7792,8229,7402,8523,8086,7398,7494,8114,7478,8874,1112,3229,8129,3965,7099,3171,3786,5095,8430,7214,9204,44000,24380,31394,177456,87030,704344
1111,44900,8081,6694,7710,6427,6325,6452,7249,7498,7135,7264,8281,8202,8416,8459,9104,8618,6910,7604,6900,6568,6614,7180,6838,7642,7235,6750,6989,7854,6733,8448,1392,4250,2342,5698,7519,3770,5155,3294,4996,10196,9318,35778,23339,37922,178985,84568,685602
1112,38030,7399,6192,7023,5935,6087,5794,7215,7119,6723,6723,7468,7410,7261,7356,7066,8374,6510,6920,6535,6112,6220,7064,6196,7138,6940,7072,7441,7282,6566,7284,1416,3857,2020,3424,6373,2998,5768,4810,3859,8258,6307,37187,24104,31389,156068,77681,619974
1113,38718,8512,6865,8430,7162,7164,7325,8240,8790,7868,8298,9153,8832,9767,9448,9984,8511,7568,8020,8072,7471,7598,7929,6874,8754,8873,7360,8247,8029,7268,7831,5330,6421,6146,5658,6735,8859,10025,1952,8123,9530,9732,85003,63711,70848,151586,83715,816335
1114,17510,11048,13716,11057,11760,11992,13074,14113,13401,12440,14374,12379,14307,14016,15015,13559,11520,13880,13634,11490,12360,12436,10244,11392,12564,10527,12930,14257,12250,13959,3921,5049,4935,4704,5900,8056,10768,3184,8194,9431,8441,54833,42107,51386,145960,61704,42964,858741
