node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,dir_29,dir_30,dir_31,dir_32,dir_33,dir_34,dir_35,dir_36,dir_37,dir_38,dir_39,dir_40,dir_41,dir_42,dir_43,dir_44,dir_45,dir_46,total
1617,5478,0,0,1000,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,1000,0,0,1,1,0,0,0,0,0,1000,0,0,1,1,0,0,0,0,1,0,76628,27055,23511,24970,30580,192227
1618,4816,1000,0,0,1000,1000,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,1000,0,1000,0,1001,1,0,0,0,0,1000,0,83235,18310,22693,23129,28105,191290
1619,5466,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,78082,22723,24963,19647,23670,176557
1620,4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,1000,0,94273,24646,32029,32252,34654,227629
1621,4817,0,0,1000,0,0,1,1000,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,88556,19919,20616,29442,29308,194670
1622,5381,0,0,0,0,0,3,0,0,1000,1000,0,1,1,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0,0,1000,1,1000,1,6,0,0,0,1000,0,81062,24575,24433,28771,37056,208291
1623,6078,0,0,0,1000,0,6,1000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0,2,0,0,1,0,1,6,0,0,1,3,1,87493,30838,27914,34066,31286,220699
1624,4717,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,1000,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,5,4,78597,25750,20322,28419,22611,182442
1625,5235,1,1020,16,1005,1004,29,12,8,3,3,1,4,8,2,0,0,0,3,3,5,1,2,17,16,1008,5,12,6,5,9,15,3,14,11,14,13,8,16,5,22,35,93936,27883,23712,34939,37821,227890
1626,7056,1001,12,1016,7,4,26,12,10,3,2,1,4,5,2,1,0,1001,5,4,10,13,9,20,33,21,29,43,6,7,17,21,1004,15,12,1014,13,10,16,9,21,34,83987,26893,21835,28400,28564,202228
1627,3744250,143016,61363,51177,48603,46691,55063,44334,44705,56139,53933,55195,56962,58797,46987,51643,51416,52362,37677,51949,54838,44986,50540,47080,54268,48006,55530,54864,52742,54061,48434,51569,51313,48313,45241,55078,50641,53323,54263,51164,51540,51548,49332,79376,65458,56053,62296,6254119
1628,1249078,112350,42997,37098,39009,32237,44008,33368,34399,37150,35844,43912,43181,45538,34802,41048,34784,40287,33514,40147,35574,40203,38677,33487,35489,37315,41784,34258,45506,37563,38575,39177,40198,34669,38211,38958,37646,37934,43460,41514,33992,36286,34138,116623,69033,63931,62931,3241883
1629,1227113,99245,39094,32701,35799,33855,41009,30254,34870,35779,32401,42358,38549,36033,32938,35763,35612,36141,24909,41013,31288,33851,37148,34990,35701,31460,36953,36296,38043,30397,36938,36260,35546,33762,31406,32941,36599,35021,35128,37456,28992,33514,28772,102754,94973,67444,71877,3090946
1630,1317406,86513,34836,36016,35683,31631,36943,32855,35053,35374,35416,33738,36748,35340,34269,34988,35206,38023,26947,36769,35519,35546,36587,32588,36404,33742,35063,35869,32596,32090,35056,31179,34203,31134,30543,28442,29091,35669,31040,34642,30985,31036,29108,98357,90062,79905,79532,3135742
1631,1544018,95322,32458,30152,31825,31985,35571,29245,30218,35551,32556,36849,33554,35613,30631,37135,35885,32298,25122,28787,30928,38288,33426,30184,30724,35133,32670,30420,32174,30912,32723,32814,31439,30416,27324,28434,28866,29307,29213,34116,30815,26879,28349,114149,100159,89322,88895,3332854
1632,142692,4545,3211,2374,2088,2451,2593,1264,3417,1964,2365,4281,3063,9445,2376,5597,473,1285,1342,416,1535,6453,865,1305,990,1482,196,1381,901,340,638,1244,10901,151,726,3234,10567,714,13430,1005,4309,9866,3619,8687,5808,4079,4883,296551
1633,141924,3100,2140,1547,1882,1405,1647,1295,2001,2419,1435,4401,2259,5633,1228,3907,318,450,439,492,371,1905,263,642,409,334,132,317,193,210,130,1173,1774,155,135,51,740,1683,21385,1108,3133,3725,2457,4674,1983,5194,2480,236678
1634,125977,24011,10049,5607,2831,2729,2782,8576,1263,3650,5605,4038,2426,6989,16121,1800,4711,5872,4664,4622,4344,5149,7885,1535,3767,3188,1927,1144,229,899,625,776,452,6548,516,921,414,3712,3515,20051,1232,2403,6222,5485,16184,3939,6292,353677
1635,124291,32867,1040,1511,2125,1258,1929,2518,1293,2408,2733,864,4311,3186,3425,758,4662,636,405,759,512,458,2580,2308,987,691,610,513,1187,314,601,278,152,1699,77,201,194,7533,1492,21658,1103,5581,4868,2720,4359,2627,4063,262345
1636,111815,27728,2320,728,1952,1742,961,5206,1143,1886,1158,2156,1957,2860,3639,338,3886,623,1444,1324,1248,451,2907,1301,539,843,150,387,479,185,423,171,72,1816,295,49,347,3981,2282,14790,1834,5991,5426,2386,2928,845,5033,232025
1637,124060,34798,729,2487,1786,1577,2345,7564,277,1974,2886,2027,1644,3120,5228,492,2813,360,320,307,1672,379,1526,643,1099,476,546,1354,1173,129,1508,368,300,757,127,58,1109,4185,810,12635,2903,3184,6365,2300,5670,753,4243,253066
1638,124117,29273,18352,2292,2767,2494,3191,3361,3405,8848,3782,5961,4312,18798,13526,11739,6698,5449,1529,1343,1716,2966,1943,6898,3756,2459,1522,2584,1136,1467,4901,2495,1013,653,4065,2028,1024,1645,2396,13742,7081,11467,17062,14439,8502,9788,9190,409175
1639,131177,36249,24408,26801,10385,12580,10114,10124,9283,9174,11716,14249,10872,12241,13405,12730,8772,7002,7455,4426,3067,3120,2780,4247,5952,10950,4907,3362,2484,3186,2352,5057,1486,3321,1398,1879,3070,2708,1460,8457,8740,11639,8828,18519,4355,3530,7022,521039
1640,158525,5318,5005,6422,5762,3684,6813,22263,8590,6720,7572,11590,13520,17442,10062,13032,3519,3514,4715,2763,3897,6653,2776,4997,3749,1680,1309,411,616,432,1426,866,2309,1328,1394,1148,23142,24690,4380,20099,19507,12264,12459,14743,12434,11579,12196,519315
1641,132939,521,1634,3108,2308,2015,1868,416,3189,8243,3705,5385,5645,7962,619,5150,582,314,1460,353,1704,5483,743,1979,443,321,323,85,142,113,192,1180,879,155,70,63,6764,2083,17906,469,5099,2204,2160,3079,737,4802,3559,250153
1642,162471,1202,408,3172,2860,627,1820,1370,2196,4966,4275,3420,5129,5660,763,3277,533,1275,413,526,462,1649,1876,858,468,210,286,171,163,99,152,186,2682,201,246,121,7423,1470,17205,3142,5131,4275,1702,2549,1686,3212,3606,267594
1643,126705,37198,25718,26022,24134,17896,13242,28933,11805,7393,7623,6340,4208,3682,11784,19466,16944,8869,7316,24553,18959,18546,15299,5330,8392,5478,3401,3669,4376,9674,6772,3673,4074,3437,4205,8572,5149,7824,2818,3345,4176,4626,3774,10083,10875,12257,10081,628696
1644,129516,36594,19143,27568,19281,20308,12173,31845,7399,7683,7637,3318,4377,2877,7129,16195,10161,6266,3639,16638,26449,27895,17670,6323,4394,7357,8326,5122,8697,4437,5991,5715,993,3517,2903,5834,3690,4070,4368,3012,2729,2438,3181,9788,9927,9539,8064,592176
1645,99947,18499,74794,50310,26889,24448,29027,49039,9772,9013,13667,7714,7131,7743,11798,11295,19005,8774,9554,19315,18991,19292,14737,6533,11881,9228,6766,10829,10127,4794,10255,9875,4629,4937,4913,8319,11548,3911,2953,9482,2036,4727,4057,15705,11857,13429,11562,755107
1646,125859,9614,18365,16677,20023,8940,12071,112900,5275,1326,3343,2090,2713,3753,7227,14394,28960,3935,3215,11362,10011,6570,12614,5058,5283,4565,3045,8085,3980,3356,5543,5236,2759,2745,4250,3714,3504,3341,3074,4106,2368,1700,3881,9214,8476,18094,7455,564069
1647,82260,14870,14784,12079,9137,17244,15355,48401,5356,4598,7331,4148,4559,3853,8718,12098,18646,4628,4312,11038,9698,6082,2761,11714,6675,9163,6198,9520,12660,7689,11782,10015,3251,4260,4453,9564,5604,5550,6791,3223,2943,2421,2074,6071,7023,11443,8240,490283
1648,89592,14204,10997,8372,6672,13700,45538,5414,2108,3020,6351,4471,1786,3404,4411,8238,4821,2605,5378,6402,5274,5630,2970,5419,4477,6760,4063,6482,4109,4345,4159,1760,3600,3861,2327,2306,3783,1812,6332,3810,4141,1671,2894,3231,8804,5871,7920,365295
1649,88612,18601,13663,5732,10328,9761,38473,6174,2298,4860,4387,2971,7426,1984,4296,8901,3992,2971,7602,4317,3639,1272,2732,1915,4633,5846,5614,4672,3968,5486,6976,1946,2844,2188,1414,4399,1223,3672,1901,1676,3493,3876,3388,3231,5302,4629,6317,345601
1650,102050,15662,14275,8320,9721,10809,29459,9261,4227,4370,1860,3770,3770,4342,4363,9300,4692,2792,7055,5745,4313,3293,2319,1977,502,7186,4711,8070,2551,4535,4972,4563,5117,2081,2502,2524,2109,1280,3473,1886,2922,6007,4128,3014,8210,3832,5716,359636
1651,108056,14798,11224,11356,6386,12341,28609,4167,7370,7617,5521,5386,5530,3972,5571,12632,3510,1869,4781,2941,5606,1771,1578,3530,1799,1610,6418,5423,3213,7791,5761,3672,2198,1458,3093,2373,3680,4693,3887,2112,2622,1394,2090,2493,5278,2930,5486,357596
1652,122717,21903,8510,8431,11309,10974,31405,6607,5600,10806,5198,8537,3636,5472,7406,16399,3822,9359,6023,6359,4277,2960,2749,1895,2835,2218,2979,7874,5298,12156,8770,4465,5252,3613,2143,4894,4346,2687,5647,4868,5040,4782,3583,5122,10751,4030,6436,442143
1653,153622,38863,19062,10851,14446,30220,34333,6305,3269,6958,5358,5401,4983,7637,8361,13758,4701,6449,4718,7958,3690,3381,3926,3163,2956,2395,1404,1813,3071,12804,6861,3551,2172,3153,4057,4650,2138,3424,3452,4321,1813,4294,7039,4870,10342,5274,9945,507212
1654,111295,55461,1875,2917,5267,1260,10225,2825,4918,5440,9103,6083,7277,5161,3806,7756,2706,4032,581,376,1437,371,466,299,4095,4045,913,804,1612,393,902,508,1395,11068,379,931,1935,4419,5288,11111,4909,6652,7287,3942,4558,1015,7113,336211
1655,132969,22619,8993,8549,16390,17342,31620,4240,3772,6566,5443,3533,3294,4225,4073,19646,6736,5049,7500,4682,3358,3089,2823,2324,1409,4003,2329,1319,1340,2552,12564,3107,2054,3424,2241,2364,1429,2719,2173,2729,3104,3119,5294,4185,7306,2544,6606,408749
1656,121025,26233,17327,17851,23212,17389,29018,5525,4702,5762,3340,2666,4810,4190,5752,18624,3176,5699,8581,4189,3146,1327,2234,4068,2199,969,2606,2739,2517,2933,4167,5594,6010,2105,3801,1301,2794,1473,3568,2929,1760,3240,2459,2534,7504,2475,5212,412735
1657,142260,28430,16655,13652,24825,11118,23009,10535,9971,3460,3999,3432,5629,5978,5541,12312,9949,16801,9419,6510,3888,2204,1594,2433,3546,2251,5344,4653,5122,11093,4915,6541,3919,5101,2235,3713,7374,8110,1971,3487,3780,4052,1989,2522,4374,6660,10980,487336
1658,107727,19888,11721,12802,10715,17330,19670,3430,6510,4866,1813,3475,4075,3524,3950,7993,3547,3410,4307,4802,3574,4253,2555,3888,2554,1386,3811,2072,1605,6579,4048,4017,3913,3261,2603,1518,1885,1656,5277,3194,4253,4726,5044,3948,8174,5034,5282,355665
1659,108503,13476,16978,13656,14833,11529,14880,3533,4162,7836,3722,2261,3053,5255,5597,7301,2918,3783,3872,2276,3376,3788,7889,2203,2333,6413,3621,2843,2805,2947,2968,3082,2357,1985,1194,3230,1245,2423,4027,5720,4854,6155,3747,3463,3436,2427,5941,345896
1660,118963,19209,29271,20112,15971,12069,14958,2779,4216,4980,6657,3467,2925,5636,7722,9055,3902,3621,3990,4617,2798,2281,1445,5983,922,1516,3110,851,1574,4146,2484,2297,4039,2116,5477,3352,4317,3008,2922,6973,3130,2686,3069,3777,7734,2899,11017,390043
1661,112442,19383,16121,20202,15140,10059,18191,3553,2861,3391,2485,2079,2283,2593,1900,11796,3467,3089,2416,2871,4433,1793,1332,904,3977,4077,1498,1969,381,4007,1954,3115,3490,2287,4996,2311,2834,2311,1315,1956,5821,1457,1683,3257,6501,3841,4373,334195
1662,120630,20272,25790,13679,13619,13803,17090,7060,4390,4002,1396,2671,5096,2787,2124,4465,1995,5663,3005,4021,4710,1497,3050,1739,1139,3102,3303,1576,2339,4125,950,3298,2468,1032,1377,2117,2990,1520,2696,643,4294,2855,4205,1980,7953,4065,3311,347892
1663,120189,29873,15418,10203,18552,9965,25011,2572,5347,2579,3436,2280,1346,1362,1472,5316,3357,1425,3362,4825,3857,1555,3436,2921,3438,3596,3638,401,3192,2157,2809,2549,3589,1383,2727,2448,1949,1301,3241,2920,4057,1560,1137,1920,8967,2906,2761,344305
1664,126658,38985,20209,22828,17728,17309,22352,5086,2067,8274,3324,2573,1863,3914,3276,4331,3931,6277,1482,3326,6169,4789,2474,2880,2751,3522,4616,3934,3969,3210,2141,3880,1087,4173,473,3419,1302,835,779,2355,2550,2052,1160,1793,10126,3565,4860,400657
1665,114966,25487,11783,13786,6482,10150,19428,1997,1198,1099,1255,2460,5231,1160,1974,3154,2298,1616,1473,3270,3096,4718,1103,416,1648,2051,3310,2213,1378,2440,4652,2289,2511,3990,2905,1627,2401,1975,1117,2197,2453,2846,2478,1339,2529,3200,2081,295230
1666,113752,30749,8693,23636,4838,3869,21804,4008,1505,2318,1711,1153,2228,1319,2684,4096,1821,2001,2424,2202,4199,2435,2019,1773,607,3906,300,2877,1344,1648,219,2461,894,2390,1863,2488,3853,2425,1432,2056,2913,1760,908,1255,6378,2178,1677,295069
1667,107652,21915,11641,19708,3364,5028,24238,3345,1544,4333,796,1811,570,958,2230,5788,3340,2929,4037,1980,3358,1605,989,3105,670,2442,974,2549,3328,2721,2815,3521,3776,646,1427,985,2949,1816,1441,2819,1440,996,1365,1959,6919,1655,4586,290063
1668,128759,33060,26068,34509,32234,10730,13751,19652,4311,3268,4599,3910,4624,3415,866,16094,3634,3223,4870,26382,25103,22468,28157,11047,4579,5499,6066,5086,2544,12388,3968,2490,6102,1953,2072,1395,6615,3512,1570,1739,5466,3835,2796,2626,27809,20815,20764,616423
1669,142478,21624,16917,15580,27940,15955,8726,16306,4161,4598,4722,2974,3364,3762,3425,10182,7874,6081,3686,16138,16535,10070,33722,12588,3133,3081,3996,3382,4027,5994,3119,3995,3689,2504,1976,1943,4820,963,2444,670,926,1701,2704,1370,8698,9273,16495,500311
1670,191590,33333,27260,51861,29356,24238,19510,20654,6006,2309,4304,3328,3626,6420,12198,11432,13177,3685,2888,21848,28690,14048,16375,9302,3682,4758,4901,3390,3076,4049,3798,7335,5638,4159,666,3845,5516,1701,3989,1904,1823,1882,1833,1535,28741,37143,36235,729037
1671,135323,18868,15075,26538,21000,18856,6307,17973,5370,4484,3781,4832,5770,3523,6614,10536,7529,3243,4198,19308,16671,12253,34102,14564,5546,2739,4080,4726,3670,5130,3741,2974,4466,3474,6667,3164,5649,2934,1110,3085,3258,3105,1745,1880,9760,7801,10228,517650
1672,140728,37216,20767,27437,20273,17924,9612,21539,4848,4191,5412,7348,3114,3554,14671,33207,12311,2891,2281,11927,9516,9254,7968,9027,8497,4115,7420,5289,3026,3674,3042,19367,2818,4266,4636,2724,3416,2168,3094,15637,13118,12383,12810,10763,7938,11501,15840,614558
1673,112222,36686,17336,30439,12961,12018,20043,16422,5829,2442,8075,3109,4823,2002,10634,28186,14131,4416,4667,6603,11628,2936,7338,3936,4364,3700,1055,1656,4690,4486,6718,3189,4874,2431,7383,1938,5395,5406,2906,1847,2416,5183,3420,2472,2737,3521,2041,462710
1674,139889,34122,12906,22820,5181,9867,8349,29577,5428,5823,6398,2851,2092,1789,5252,23063,12346,3477,1153,2940,6152,3340,4668,2184,1965,3571,1959,1726,5654,3127,4361,1285,4967,4239,5017,1964,4450,1228,4714,3935,3312,4626,3133,2276,3582,3011,2812,428581
1675,75695,10850,58637,39564,17920,18478,20163,46406,9639,6654,15904,5177,5470,5528,14912,36805,17836,4722,5153,14244,18352,9253,9454,961,2055,5089,3255,3975,6022,5099,5627,3260,6266,8409,5869,4028,7200,5242,7780,4531,4503,24289,4775,1893,5216,8188,8408,608756
1676,82891,8845,16206,14617,11770,6940,6568,52465,5035,1963,4813,1767,2423,3705,5641,17759,2336,2290,2138,12662,4379,3048,4063,4438,2067,2474,2900,3253,3274,2287,1399,1522,1479,2221,1657,2207,3274,1506,2697,5512,4672,2485,3273,4005,4016,3540,7793,348275
1677,93766,11315,11578,10569,5891,10867,14002,43177,5144,3906,5292,3485,4071,2676,21466,2780,3127,3701,18261,1294,1014,2443,2576,3537,1782,2020,2354,3217,3287,2350,2948,2337,5385,2367,3696,4308,2900,2352,5928,6406,3262,2442,2395,1699,5159,14214,6409,375155
1678,76617,10663,16526,12464,6317,15032,16804,56718,7997,5199,27907,8301,5756,19663,5594,2794,1939,3496,4754,3341,3181,4071,1886,3113,3728,1738,3251,2690,1931,3023,4545,2197,2013,2751,3732,5437,2212,3274,3288,5304,10258,9229,7508,5960,4973,8867,6639,424681
1679,84237,11081,12990,12386,16522,9285,12057,53666,17082,7923,3340,1775,3941,3994,3981,2127,1651,2884,2229,3665,2294,1401,3266,3677,3347,2692,2603,5887,2387,1402,2186,4702,2391,1994,3322,11145,5518,5518,3176,2869,3211,1984,1713,1319,541,1296,3398,352055
1680,87040,13452,17913,15414,9601,11844,28848,13429,4428,1346,599,2081,2401,1981,3759,526,1153,1163,734,1985,1417,2146,1552,1287,2488,1312,1202,1657,1322,1949,717,2388,1336,1523,13999,5352,4250,2068,3029,2900,3416,3202,7257,4581,2321,6895,5958,307221
1681,83648,12742,4513,4846,8195,10677,18158,2856,1127,4014,955,2050,2396,272,909,515,1310,1131,2090,1622,1209,1394,1293,1573,1829,362,2349,2347,1236,3258,779,1283,2251,16116,2323,4148,2417,5622,1218,4078,3301,4967,2114,2349,5029,1865,2133,242869
1682,99062,22428,8036,11211,11807,12128,27034,4830,1687,3174,5295,5312,3123,2493,2222,1632,819,1706,1239,1661,2727,1498,2574,3296,1357,1765,4135,1951,1130,4053,2724,3014,4382,21003,6321,4838,1344,4038,1113,1907,4585,4131,1193,3599,2513,338,979,319407
1683,117227,15790,8307,12211,9982,14285,23351,3801,2805,3721,2612,3889,3869,2432,1517,1307,600,1604,1318,990,1058,558,2536,2415,2498,1673,976,2757,1738,2010,2680,9454,6988,22483,6072,2487,4880,3353,11207,5143,2151,3134,3626,3292,2951,3826,11448,355012
1684,106098,13225,10501,7077,11932,7084,24012,5019,1196,1503,2684,5009,2678,1625,2453,1396,1643,1639,3840,2590,3639,4089,3249,1834,1806,1671,1775,2117,1768,4056,4324,5677,2590,15601,5292,4124,948,4073,1570,2266,2617,4692,858,3086,6016,990,1503,305435
1685,82352,13160,8310,6684,13063,6870,29588,4918,6513,885,1735,2726,1883,2125,920,1635,775,2334,1543,3994,4086,3046,1750,2490,1875,2994,2079,3980,2929,1815,1118,7721,6200,14202,6694,3620,2830,7173,1536,1208,3093,4374,1457,2798,2565,2684,1240,289570
1686,102747,15098,5715,9486,18763,11731,30735,6348,3210,1197,3717,3290,1897,2276,3390,3120,297,2178,2759,3789,1394,5228,1067,2631,2482,4334,2754,2661,2776,2176,3225,3078,7022,10597,3698,1008,1526,1176,1365,604,1150,971,675,3130,5134,1928,2956,308489
1687,117675,12358,5418,11981,15794,8497,20034,7841,6549,4222,3801,3559,708,4048,4885,7503,7717,4954,6562,4206,2732,2820,918,2414,3025,4009,5882,1841,4469,3105,6713,3779,4391,18205,4658,5485,4249,4136,1342,855,1652,8352,2067,4273,6109,2616,1840,370249
1688,106789,14092,10001,13294,15982,11332,16515,2320,2909,1882,4551,2562,2399,3414,3324,1958,1814,1683,3215,2493,3450,2629,2307,6208,3500,1971,3530,3367,4816,5361,2229,4386,5732,15612,4793,4537,1288,1483,3668,6205,2085,5785,3144,399,6157,2444,3005,332620
1689,92335,8023,15115,8611,12386,10304,19837,4376,3050,3490,2303,8013,4065,2917,1044,4914,3723,929,991,1756,2357,3067,809,5348,1038,3246,3553,3675,3761,2137,4471,4741,4899,16448,5807,4858,2963,1396,3276,2941,3531,1932,7105,5730,1321,1655,1458,311705
1690,104153,9995,19948,15217,10157,14726,8299,5533,3750,2821,3032,1170,4806,516,2332,4268,1767,1513,2352,2966,3261,3162,1845,2327,3689,3784,2654,5243,5625,5113,3220,1519,3382,19416,4680,3667,2092,5821,6334,4181,1628,8354,2310,2134,4575,2569,2655,334561
1691,121644,16914,18539,10170,11353,11281,8478,5237,3653,2307,2334,4104,1196,3012,3026,3131,827,1606,3183,658,586,1591,923,1695,3898,1998,2516,1741,2571,2852,1230,2665,2102,10824,3570,3352,3533,2684,7179,7352,3713,5626,6804,3415,5295,2012,701,325081
1692,109046,10894,17783,9953,15179,9375,7163,6649,4810,825,958,1680,121,1932,3194,589,1142,1228,2516,1091,3173,3052,833,2348,4330,3578,2505,1713,1642,1943,836,2833,1445,10689,3004,3070,1577,1737,4874,4351,2846,6141,2639,3669,2505,3625,2324,289410
1693,104856,20100,13121,8665,12573,10792,21906,3847,2010,2028,1465,2391,1730,2211,2339,3362,3529,1825,1165,2373,1466,1363,1495,1109,1276,1051,2392,3545,2672,2934,3107,3111,2549,17320,2350,3315,1887,1845,3128,4828,1846,6382,3930,2321,3371,1355,900,305136
1694,98802,32941,20467,13052,10863,13798,18677,6536,3343,5265,3749,3791,2512,1252,4939,3334,936,1235,1686,779,2499,3265,2477,1575,462,2053,2760,3579,2291,1123,2711,2373,935,9929,7244,6803,3924,5894,8300,7686,6923,6505,3011,3466,3589,6666,4521,360521
1695,118315,19456,11706,12473,1376,8154,14117,3216,5883,2494,1436,4355,3542,1539,4953,3569,2353,3604,1228,613,2969,1734,680,4706,1969,1931,1036,1428,1914,2454,2985,4396,2219,18367,2157,2734,3207,1560,4403,2295,3837,3898,2652,3558,2956,2668,1529,310624
1696,122700,20189,7416,8953,2613,2973,15095,5544,2783,2355,2330,3526,1243,1650,2031,4196,3709,2274,905,1219,2668,4255,1959,2372,831,1146,2998,1612,346,1684,3640,1591,1309,11474,4893,2069,1130,1828,5085,1578,4245,4944,4932,2213,6184,2916,2149,295755
1697,92051,14815,14517,16413,5998,4901,21535,4041,4040,1749,1640,875,1522,1492,223,3349,1575,1787,4422,1086,712,990,711,2897,2790,2321,1576,2163,2895,847,1590,3457,4006,15266,4295,2857,2404,4257,793,3330,1820,3870,7600,3786,9149,3303,3706,291422
1698,111078,26362,10067,11714,30187,5385,4462,19145,4279,3493,2680,2458,2794,4593,2823,1703,2219,805,6484,3017,1520,3086,6880,905,3077,2921,3997,2709,689,1475,2926,863,1813,8113,16271,14261,6545,4023,3857,2775,3956,3180,2960,1807,3017,12641,6158,378173
1699,159066,33602,8015,13545,17233,11525,3756,15739,5102,989,3110,2462,3921,1561,1439,3411,3038,2496,4628,2905,2762,4442,2941,2787,4545,1498,727,1337,2512,2622,1990,1596,822,2551,19391,18085,8031,3154,3622,3552,2947,2767,3140,6232,5792,9434,7446,424268
1700,198657,112105,62518,72147,49997,25957,34769,39063,11157,7233,15089,3912,3387,2072,1795,11332,2705,5458,5183,6700,3813,3052,3009,3852,2213,5020,4195,2461,2274,3588,6682,6411,67862,32037,8945,7524,13539,9957,5877,2764,6553,3648,3150,5898,7952,15339,11107,919958
1701,140224,57831,22108,39362,22307,28476,18912,25188,6059,4571,3618,5595,3101,5542,6994,3503,5300,5334,3492,7497,4715,3189,2641,2935,3139,1579,3178,2796,2284,5789,3586,8549,39884,10157,10646,18666,24602,6842,3122,5549,3468,3457,7562,8945,13096,14802,7211,637403
1702,151047,34900,34582,43913,27648,31196,23430,24139,6984,1742,2958,2207,5156,3748,2444,2784,4390,3377,6123,4500,4505,4489,1541,3115,3126,3303,2728,3144,4366,3972,6163,8743,12955,10157,19506,12823,6857,2650,3240,3057,5792,5758,5375,12186,11558,11802,8469,598648
1703,121338,54483,24400,37769,15455,17867,24164,24546,6922,861,1247,1726,1158,2782,1999,1168,745,2096,1732,2798,3011,1205,892,1959,2377,857,1740,1631,2134,1372,5278,6370,4626,10167,11252,3912,3440,4061,3798,3303,3203,4346,5816,8105,6779,5894,8359,461143
