node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
125,61174,84671,66867,97597,75312,94998,58866,92368,84491,53170,27652,39704,75141,48591,121115,60255,74128,18096,57108,1291304
126,140545,153239,105339,84695,66937,67005,78424,185089,150891,66476,174759,99210,63350,57173,64028,70651,116589,104847,82492,1931739
127,76639,111830,116722,107513,138848,89004,98080,61328,55772,33589,17286,141410,51254,132822,36444,64018,59291,25222,94119,1511191
128,127364,182084,168513,91022,100338,55808,80903,117451,54986,53275,35369,41839,28368,46855,149705,80139,180522,58299,149196,1802036
129,62607,68609,69383,75243,114719,69315,123958,51725,88244,59138,77662,45028,72479,40622,38812,37960,20133,91975,69827,1277439
130,104511,140850,162209,171866,83349,122071,17735,50239,59747,36842,138474,48011,90089,19814,99815,61627,49879,118065,105343,1680536
131,111046,120124,134020,133391,128173,92279,74177,76319,64710,53737,17236,69114,78446,37148,68311,23929,110089,50160,64339,1506748
132,146725,123955,295651,108100,154927,114087,17981,84411,29616,73451,38835,104326,93951,105687,33170,66813,211485,62612,77156,1942939
133,71402,165577,148883,81690,115668,100113,23245,87341,25107,104967,59030,49315,50754,51668,91490,40682,45233,155053,29611,1496829
134,92315,65940,168928,224600,143163,215814,30238,90098,45962,28994,73875,68988,30200,239436,45265,98125,19671,93264,82674,1857550
135,115278,236065,226100,56529,315552,182854,32443,90393,17424,36894,66023,108383,167295,64114,32404,183157,195513,99353,82166,2307940
136,87204,57698,96156,79707,87044,106448,50777,54381,107175,76858,97462,91725,23573,48675,44846,55247,103500,21845,45207,1335528
137,71608,85018,78886,79395,141272,115890,38910,81863,18808,46178,140530,58127,119079,32948,44371,63004,54234,103350,81570,1455041
138,143646,231255,84581,112654,136342,144025,41853,89303,65039,88800,36687,45494,61594,27697,160362,33580,124394,22596,76246,1726148
139,187511,144363,61411,109497,97792,104455,53349,109606,108493,86345,56185,63295,67966,51478,70996,163273,17284,38086,51729,1643114
140,163862,76217,149658,74805,70628,68079,55634,158360,67079,101626,66198,128315,68257,68350,78858,77623,78503,92583,138236,1782871
141,130741,167280,96133,91165,109520,64944,115675,63509,61397,33128,82139,16786,36884,136378,41516,93144,41824,95652,59562,1537377
142,63490,128439,130480,94421,96949,77650,136026,87385,86789,50003,30643,79002,47577,58176,48283,25517,20525,47327,141450,1450132
143,119219,216065,183084,140957,124596,120232,16324,97870,44443,65380,41917,72872,120959,98352,32804,78026,42335,52277,69669,1737381
144,118307,129166,94463,185405,80090,159278,62349,58310,81960,42254,54142,41189,28528,28501,103883,144163,22174,188111,80080,1702353
145,119060,98487,125897,112910,109209,99670,18853,80036,56680,37657,85904,120279,82083,26614,42175,61950,97703,77479,26707,1479353
146,138493,99901,160203,174783,168712,94060,26739,91220,46633,39578,25398,18042,88104,75440,123046,66841,216576,78608,61483,1793860
147,159222,83962,175996,143258,166162,100732,25096,93032,25333,58027,150553,104127,53692,123708,93250,31252,136608,14726,47534,1786270
148,119387,78526,157279,114372,88102,171053,26559,88900,24430,87562,16022,61859,61015,129243,61102,166784,94069,91687,32327,1670278
149,74807,118732,134408,100950,150142,88597,41388,56576,55676,116803,74621,68188,99346,69068,39391,84935,18402,23301,77018,1492349
150,130175,145154,105426,107115,178099,128862,43329,66931,19673,29818,55557,138480,100905,22503,122868,203995,71313,53318,73269,1796790
