node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
202,8722,4049,4937,5425,8352,10216,13229,11962,10975,9194,6631,6549,4993,1389,3390,4285,7106,2697,15488,139589
203,3159,3465,9551,3797,2475,6218,4813,4116,2613,2313,2100,1704,2308,722,7644,3012,2481,2788,1651,66930
204,3915,6375,3863,4920,5625,8728,1203,4000,2599,3647,5073,2637,6851,5962,3801,711,4310,1573,6555,82348
205,7682,4331,6049,12387,5423,8243,9279,8934,6306,2380,2478,9212,5245,3413,3455,5936,4592,2439,8241,116025
206,5040,4278,6579,6276,3138,5043,1233,5733,1066,1770,5171,2281,377,4156,1502,3634,2796,2162,2573,64808
207,16101,19324,11878,12785,13974,7280,8083,9872,8204,8493,4028,6646,5929,16086,13625,14880,7914,11125,7802,204029
208,5733,1081,2899,5852,5308,3870,388,3969,2831,2871,4572,5021,7188,1544,2285,5213,3255,932,3205,68017
209,4749,7296,9609,6016,2031,5350,8762,4613,3798,5248,6969,4086,5980,5542,4939,7014,3271,5782,9978,111033
210,10531,7783,9260,10209,6166,5292,2286,4671,8159,4717,6306,5312,4404,1487,12010,1796,6979,2749,5797,115914
211,10387,6632,3148,8155,3425,8602,5683,3112,4891,6327,1497,4375,4577,3053,6308,2150,3355,848,3555,90080
212,4087,15854,11375,4871,7360,12526,9222,11861,17356,8534,9082,12136,10367,5076,11640,2637,5634,3797,8818,172233
213,5001,7457,7142,6531,14499,5171,7590,8994,5713,7180,8823,6353,5416,2843,3903,4821,5688,6886,6322,126333
214,13649,11860,8185,3147,7590,7196,7932,11984,11245,9468,10664,10686,15519,3602,7409,10287,4453,7276,9393,171545
