node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,dir_29,dir_30,dir_31,dir_32,dir_33,dir_34,dir_35,dir_36,dir_37,dir_38,dir_39,dir_40,dir_41,dir_42,total
1019,6451,41447,25014,15882,15303,11085,10588,14812,7670,8786,7053,7286,6783,6511,5181,25515,8741,47812,29409,24347,17844,28565,21187,10928,10367,14126,11015,7686,9855,10771,12890,10858,5399,8715,8012,8055,10628,15595,13795,17278,20766,23700,18494,642205
1020,33975,18846,30907,20961,19587,14291,10965,15743,12320,9124,10505,8702,7801,9626,14087,27334,10074,64018,26958,42548,29675,48120,34045,43886,14797,19698,15549,17035,10020,30458,26530,20696,22945,19138,15375,14858,13971,15594,21216,26418,26851,46646,197982,1139875
1021,137332,151072,131342,203251,163665,121831,95549,119826,122282,109462,122115,109850,102178,97319,109444,99809,90379,110312,156616,294373,146710,186965,122354,107178,102753,103052,105187,78337,64278,245408,80517,76960,341835,303639,290878,263689,276618,249229,267233,248464,240427,251507,242526,7043751
1022,42889,77331,81190,153334,94621,66044,66085,72740,135654,53286,40509,46432,43234,33228,35540,113691,58667,67302,123811,251739,89760,142108,127514,96433,87741,95490,72504,46556,41220,165235,92095,174773,154673,142248,137937,131948,128365,132611,128308,117642,118143,116891,231883,4429405
1023,48434,94294,75276,136337,82201,67759,68442,67852,100916,109061,56329,43851,49888,62038,35939,122683,81436,98068,147293,202720,98997,112294,130753,135369,96023,98088,119204,68982,66196,135503,79285,160087,145187,127780,121017,119655,118804,118498,117089,108103,105508,108347,183373,4424959
1024,1436039,1369750,1543119,1895,1390,1741,1400,1534,1919,1822,2230,2306,2418,8028,20109,17471,19749,17987,22870,17126,16659,15497,16984,18952,17678,17163,19652,16331,18025,19270,20715,18766,17543,17068,18651,18563,18867,15752,18453,18614,20047,19823,19627,4909603
1025,152853,37660,28165,1574,3884,3357,2878,2702,4490,3549,4663,5397,5519,9728,23361,21531,22272,20491,22149,16663,19714,16747,16370,17775,19573,16261,19836,17095,18222,19851,19649,19184,17019,19062,17878,16536,17648,14251,15934,18099,17974,16195,17908,801667
1026,137247,33175,30395,1013,3821,4111,3107,2440,3955,3476,4842,5324,5007,9485,19012,16772,16789,16262,17256,15870,15804,14903,14823,16362,15828,14125,17045,13653,15025,16109,16455,16589,14167,13647,14403,13042,13846,10642,12653,13822,15014,12367,14906,684589
1027,143768,36784,29628,1015,3161,3048,3121,2785,4117,3289,5768,5461,4928,9195,20635,15869,18498,16081,16050,14459,15152,15587,14468,13729,15173,13260,16209,13097,14544,14923,15335,14671,12469,13217,12992,12806,12919,9820,11635,12273,13708,11228,12589,669464
1028,134159,41959,26722,881,2268,2184,2505,3034,4159,2883,4965,4986,6377,9809,19580,14933,16814,15089,15523,13820,15080,13116,13505,13400,14483,13110,15424,12290,13694,13781,14398,13449,11670,11384,11829,11462,11534,9293,11149,11184,13096,10414,11496,632891
1029,125280,30014,23657,624,1601,1665,1889,2074,8469,7922,10475,11817,11741,8175,17926,14077,14769,14578,14261,11573,13605,11993,12354,13677,12627,11545,13784,11758,12008,12170,12626,12887,11148,10638,11465,10555,11051,9242,10841,10714,12551,9777,10048,601651
1030,129962,37419,32554,3614,10405,7111,8097,6471,6554,12568,15120,14653,15099,23036,18581,14850,16189,15722,15531,13448,14925,12457,12588,13825,13290,13674,15421,13332,12217,12616,13330,12262,11061,9962,11573,9992,10271,8716,10115,11136,11695,10929,10262,692633
1031,131046,36507,24947,3587,8523,6011,7036,4509,5248,14049,15499,16206,16517,23898,18385,13210,14805,14536,14637,11721,14277,11908,11761,12238,12191,12243,13169,11194,11298,11898,11762,11521,10335,9366,10108,9704,9910,8557,9417,9614,11132,8937,9406,652823
1032,131011,21302,28331,2763,6579,4683,5441,4389,4817,11661,12729,15926,17339,19726,24932,19241,19012,18872,18647,16655,19463,16845,16488,17140,17778,18979,18908,16864,16787,17627,19547,18479,11366,10855,9744,8634,9116,8569,9028,9834,10563,8299,8882,723851
1033,146428,48718,31367,2821,7636,5148,7385,4726,5010,11250,11077,17244,20068,22571,23654,19177,19231,18205,18323,17005,18122,17292,15695,17174,16632,17247,17786,16470,15421,17165,17668,17707,10738,9658,9166,8516,8720,7334,8485,9352,10162,7864,8472,759890
1034,137312,53097,38952,2602,7347,4676,5570,5221,4701,11138,11355,14202,21701,22339,22647,19281,19648,18091,18245,16403,18189,15952,15335,15973,15597,17011,17150,16006,15324,16513,16415,16315,10419,9482,8811,8591,8460,7010,9592,8308,10103,7913,8268,747265
1035,152177,57491,6357,14984,8465,10555,6898,7546,17703,14468,18121,24764,25102,25355,21381,19147,18562,17666,16761,17002,15281,14771,15263,14027,15748,14803,14383,14410,14268,16201,15771,6869,7195,5324,3900,3566,3835,4250,3751,4703,4324,3994,132171,849313
1036,152735,2679,1434,1256,798,630,2528,1974,3473,4066,3749,11962,17006,10967,9105,7482,8077,8756,5957,6693,6391,5339,6127,6014,6501,6705,6088,6055,7057,1335,1934,1176,1055,726,1042,1152,1492,959,1520,710,26750,2168,1133,360756
1037,132909,2960,1189,1258,1110,690,2563,1864,3054,3577,3483,12235,2302,10384,9393,9579,8480,8602,6343,7482,6239,5338,5691,6055,6312,6821,6631,6177,6303,1547,1704,1930,625,550,545,670,1055,632,940,594,17668,1795,868,316147
1038,166431,2887,1446,1231,1018,656,2367,1829,3238,3778,2957,7399,1177,904,9428,7748,6865,7692,4987,5146,5226,5064,4899,5944,5080,4702,4901,5197,5510,955,1126,585,462,392,541,509,684,1447,531,386,15702,609,748,310384
1039,152433,2364,1776,1547,1198,872,3129,2226,3246,4269,3650,8073,1233,1024,1173,10297,8879,7765,6098,6022,5487,5132,6263,6238,4053,4321,5248,4396,4524,1227,1456,725,377,406,1384,430,574,469,444,401,21644,1490,976,304939
1040,146039,2883,1568,1343,1209,848,4089,2565,3189,4682,3581,8796,1131,761,1020,822,9429,9200,6130,6598,5918,4830,5685,5796,5297,4779,4695,5416,5956,1443,1591,560,368,321,1345,404,457,460,390,1374,17134,2654,615,293371
1041,149371,4272,2872,1560,1609,1195,3823,2771,3791,5095,4775,9797,1257,705,1151,851,978,9844,8344,7278,7550,6280,6745,6430,5606,6035,5383,5626,6485,1493,1700,828,381,346,368,444,447,607,403,416,23414,2351,1191,311868
1042,143409,4795,3013,2623,1827,1544,4327,4450,5355,6151,5571,11000,2225,935,988,883,886,1008,10483,9793,7868,8574,8116,7237,6373,7180,6838,6646,7251,2425,2303,907,431,404,353,490,561,512,399,407,22410,3765,1527,324243
1043,134474,4196,2696,2395,2038,2782,3367,3114,4911,6433,5631,9039,904,663,756,722,800,1826,775,9019,7411,6991,7139,6233,5977,7178,4853,6121,6370,1770,2160,910,412,331,331,1422,627,448,360,286,22329,2709,1197,290106
1044,137770,4111,2805,2455,1860,1286,3567,3210,4852,5823,4812,8962,860,759,763,664,715,820,801,1763,9650,7678,7511,6925,6689,6072,6307,6089,6255,1956,2222,964,408,354,275,373,436,441,335,317,16848,4607,5315,286685
