node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,total
129,25869,40582,82982,41594,56938,24512,70658,59687,45427,77415,43447,58443,83628,26118,33337,41740,58113,6765,37300,43348,79261,40586,40787,28899,50135,1197571
130,58634,44678,66372,75239,41540,24372,40909,24592,40368,32627,40000,15456,61344,58046,66597,32942,65740,53391,84895,83115,52441,28588,36902,26530,45247,1200565
131,34091,66137,42435,81294,61276,71210,49964,35060,68814,72675,23316,39586,57393,38485,23722,63103,26780,104947,97649,75704,69897,136835,42794,25405,57774,1466346
132,21006,43554,36372,24946,31714,74523,52561,62516,38319,92481,48312,59752,59092,27489,116742,37847,23057,0,80901,3365,52760,108449,69916,76135,44232,1286041
133,90126,26651,16702,56984,32670,56757,31026,33175,45058,182559,69868,45755,65150,33724,55210,50183,50999,28988,41467,93028,20736,24496,46090,77771,29360,1304533
134,39753,50579,30464,64883,31411,32220,30458,11569,23327,34305,31801,30343,74313,48106,43722,59041,70853,24736,61092,117831,75031,38260,63364,71286,110555,1269303
135,54408,39663,24949,31488,47827,52856,17990,34033,31387,60758,39416,33635,18571,43852,38895,21621,37151,39853,43645,29416,50979,71428,13382,59783,65927,1002913
136,102342,133103,82899,103619,92827,102351,67516,56104,69500,26571,43786,124862,55779,46392,68820,24522,10495,88537,68213,20789,29059,11154,26977,79565,33327,1569109
137,176812,162028,165952,152498,118625,103803,154657,129648,20000,124844,41725,27790,46747,50337,10000,68904,85738,41437,58236,19003,65563,130659,29365,79035,43075,2106481
138,128474,197423,155631,136487,218303,120750,137162,82604,50000,89531,33754,63040,52841,4258,20456,14176,79794,79842,34911,116530,20000,76347,34158,27842,69605,2043919
139,92738,72301,141939,152316,110915,90272,174018,99072,10000,106666,31619,31854,47590,38518,51185,32708,26793,98667,38387,50216,42250,25668,38706,64646,90689,1759733
