node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,total
128,16699,28623,10204,20674,7277,8411,6085,2627,5466,8864,8800,8485,11053,4427,9537,8513,9927,14919,10965,8139,11612,9519,6097,10518,6918,4761,9189,6624,14884,289817
129,6299,3820,5032,15717,6581,14687,8308,5230,5289,13954,4818,8773,5157,8628,10704,8759,11946,9109,9878,10140,8106,10534,12239,4882,2594,8223,11741,10865,3326,245339
130,3649,5767,7848,14972,8542,8498,5827,14154,8758,9153,12762,11959,11699,12192,5537,10834,7707,6894,12068,4864,9373,11016,6028,11375,7486,8548,6883,10495,6185,261073
131,3287,7830,3500,10583,10143,8746,9403,5625,11720,11657,17307,11496,10815,4680,6665,11850,3532,6434,6963,4232,11941,9633,5354,9482,5257,9791,10093,6626,10475,245120
132,32416,19786,7725,10717,11310,30603,9898,14105,8658,12330,13447,10640,17513,11028,5166,9082,6697,5020,10057,7191,14585,10628,11151,6991,30550,26265,10458,16819,7618,388454
133,39746,25058,25812,21743,29385,14287,16685,12222,25959,30245,23158,10056,17312,14747,15267,8029,4993,12212,11380,5068,6211,5894,7547,10938,13598,15310,11915,29287,11774,475838
134,31931,29619,19109,19960,18328,9325,19046,8876,15914,28249,5664,9957,20161,12822,5625,12859,7782,9275,3196,6977,19512,4855,17462,24286,9459,19947,21743,17326,19793,449058
135,20730,26054,23787,16454,18049,4727,12983,14461,21576,23785,9995,12290,9665,22936,11920,7877,9550,8440,8368,4096,11069,7644,3241,4565,14688,12703,10784,11001,11261,374699
136,20584,29040,24523,19307,18407,8205,5395,20310,20508,21950,10650,3709,3931,4161,4263,10717,8694,8945,8501,8433,9648,5785,5519,17165,8288,14850,28768,8361,24111,382728
137,14823,13163,16893,22636,15568,4172,6354,2379,7143,19919,6096,5538,12396,7095,5836,15688,7258,6599,24990,7009,9595,15052,12630,7817,16655,6076,18640,7222,22652,337894
138,17286,17664,11077,15053,22201,22294,22778,22334,16845,18975,24073,16066,12701,6653,25707,13885,9062,12539,11698,20848,11115,6467,10792,8009,7237,11737,16757,6834,9398,428085
139,5761,6121,10461,6522,16500,23302,20642,16863,20246,23710,32159,8626,13608,13716,7924,14689,7198,8220,13675,14749,5540,20322,4621,7710,15927,3376,7401,9260,6799,365648
140,9366,9299,6058,16897,16230,31989,20672,21056,20808,16698,21799,25008,5513,16960,10036,10978,6726,14291,6201,4255,6605,8462,10145,4109,6315,3987,9530,14326,12362,366681
141,9754,8632,12073,21128,19572,19885,25077,25570,21675,10128,25021,17831,9982,4171,1996,8298,12681,6380,13334,10365,9913,14962,5435,11552,22497,8709,6708,6408,10446,380183
142,4855,12449,12502,17824,18431,32897,28515,22253,5159,12451,20412,17717,9977,7230,12912,9231,22903,11516,5641,8563,9167,7538,6048,7743,9720,3189,11978,18037,21074,387932
143,13591,17531,19970,41275,24540,30604,22803,14230,10601,34859,26990,18236,17711,12999,8599,6882,8298,7076,13979,14606,5116,12004,7440,13748,32370,6956,19158,35221,19679,517072
