node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,total
92,95058,98363,95727,76397,88129,93701,93135,68030,28282,50285,105811,103671,98382,102148,92575,87572,95155,82729,80227,85164,87979,86845,67769,72037,83757,74672,66088,71976,72412,2404076
93,82081,87596,87740,92586,66836,76004,85108,82148,64361,29158,103802,103775,100106,92202,97287,97059,88445,90401,69915,87230,86592,81012,81148,79797,81788,74088,71558,68986,67690,2376499
94,32346,72252,86064,87839,97272,67868,86245,86587,86100,62242,109001,101597,104261,99413,109566,95611,87566,92660,80849,77130,84402,75653,78190,74888,67426,70368,75336,75239,59643,2383614
95,35491,70155,94900,99138,106046,69432,86983,94577,89772,66121,102060,89571,93383,90468,90797,87372,80087,78431,86099,78107,69798,75542,73765,66580,68039,67827,76078,69764,62639,2319022
96,52484,31375,70379,91358,103734,106864,66498,86157,88051,97116,101412,107731,88084,86933,91758,88340,79905,80170,82167,79973,77510,70315,74957,73704,72477,70283,71725,71854,63714,2327028
97,81084,66820,30987,68240,96867,103100,113075,76290,87347,90861,102361,92259,89369,89049,85378,91319,86246,82390,79688,78828,69508,66268,71247,77410,64408,66528,68903,63239,59486,2298555
98,80201,91198,64432,33591,72811,93128,103659,99523,74831,94735,98608,88993,90845,83359,106931,90383,76462,78518,77097,75869,69146,63417,67731,75860,69217,63952,69902,63658,62684,2280741
99,76984,81894,85433,66730,32743,66192,89797,58589,89508,77735,95829,93744,91904,90816,88438,90698,84751,76110,87631,82245,69186,68165,70971,69246,69772,65448,67201,80287,61686,2229733
100,81026,85545,91889,93469,72739,33633,67751,89235,91615,91265,94419,97110,100460,86638,83901,91125,93209,82777,70752,72365,69467,70978,69637,75639,75672,72625,63062,80211,65318,2313532
101,77570,87567,95218,95696,72015,33021,64327,90662,96883,93289,107174,92741,87633,84398,81327,87565,87207,78571,77957,88146,68299,71211,71892,73302,79034,67617,67093,78444,71581,2327440
102,71566,75337,84619,85015,68000,38172,64804,89427,95188,95382,101446,101821,91024,86279,84436,76556,88439,78187,69983,77624,81823,76640,73536,66635,74290,65553,60882,77418,68358,2268440
103,63654,80003,75292,82433,71206,33692,66200,82822,94939,54973,95828,105506,96039,89141,89709,93263,79523,86152,69074,73332,79949,73385,62922,69076,70972,69379,64730,76823,70366,2220383
104,66206,66695,74918,81845,63799,32928,63137,87339,95082,87146,93154,94920,96185,89333,81617,83147,82860,75707,70437,78923,76744,75961,75747,72349,80083,76007,61185,63804,77503,2224761
105,57302,71183,75963,85035,69167,35113,60376,87006,90990,76954,93873,100003,85652,88933,91713,89821,81907,88815,70466,78848,79547,74246,77179,71348,83798,78357,67384,66077,77065,2254121
106,63383,70841,79440,84617,65464,31653,56570,79878,78025,77969,97267,100456,92215,91227,86430,79862,85785,86679,85530,75077,75262,75961,71317,74098,78877,71294,69423,69131,78384,2232115
107,71908,80704,90568,91108,70987,40444,60186,75985,73582,80364,97360,99918,109948,93690,82154,77148,80531,83812,79103,82687,70162,78062,74935,70361,70123,73138,67764,68750,74557,2270039
108,65388,72967,82052,84067,65733,33607,61519,86266,82049,80356,92137,88686,96936,87890,89545,87794,91657,88669,80419,78965,74693,79755,69212,72337,73971,73013,74601,66338,75556,2256178
109,78520,65245,80194,85401,90475,65458,29291,55480,79436,77066,101155,99233,92929,95682,94151,88897,80786,86049,79340,70126,73385,82999,78183,73734,65145,71327,69940,61893,67968,2239488
110,78978,88377,61656,75819,79747,87093,64695,30697,50625,70162,104217,88425,83521,88436,88625,80960,82911,87456,83200,81616,72087,77478,75178,75836,74048,67742,74698,68287,63998,2206568
111,79479,85944,90159,58488,68334,80197,81607,54574,28658,49958,94012,91203,97571,93267,89385,89324,81732,84703,85364,81949,76549,82041,70352,71871,74177,78723,71299,69202,61815,2221937
112,70852,87712,91628,91315,64184,73058,74080,83086,61438,33418,97300,89567,96053,102265,83263,87624,82355,81290,83561,70419,66864,72012,87789,67533,74977,66083,69727,61323,63719,2234495
113,40163,69391,80765,81269,88998,57150,69337,72421,70502,52731,93581,99851,89955,90197,97301,85406,79359,84782,87741,78603,73254,68966,74003,72136,67171,62783,78401,66929,65792,2198938
114,31248,70073,93871,93247,96818,77202,95898,99401,108280,78308,95745,91567,113238,100122,76382,75834,92401,78591,68730,70348,69010,63075,55304,67555,65102,57341,64916,65395,55685,2270687
115,59415,35193,83940,86622,95358,67646,70634,93896,102027,114189,90905,87434,92162,93847,77202,78390,71232,75976,71111,72051,59191,60183,59837,65998,66983,62714,57682,59274,66143,2177235
116,73794,63470,29091,68364,82568,84611,90863,70495,95249,102199,105539,87021,85740,88291,92156,76129,75794,74928,73991,68883,70655,71320,64954,67781,71876,62171,67323,63272,64725,2193253
117,73094,78355,63184,30546,63266,79489,83644,88885,75210,100272,106902,81606,91208,90896,89946,78036,82915,86893,77036,75677,68795,73974,63201,67286,70978,68606,73570,67556,64581,2215607
118,74023,79265,83953,67261,33150,60484,81091,88319,84337,79645,99880,93802,89085,85511,86252,82659,72675,78032,82291,67619,63141,76252,67567,71465,66426,66516,65110,71917,65630,2183358
119,77562,84906,87065,87527,66437,32970,63913,92069,87578,83960,99360,88334,92332,79792,81504,92242,78803,84502,75147,78329,68790,71388,69710,66712,67911,70575,57915,77009,67205,2231547
120,75458,84695,93889,89014,70736,37160,64120,88734,83714,84104,96368,87202,91623,81707,77068,81352,67376,88304,74247,71017,72484,72101,66285,68301,69840,64526,61822,65575,58943,2187765
121,71835,79141,74409,76536,64291,32230,63870,78028,80323,45014,88821,86636,89510,76552,95312,76326,84644,75795,80300,72833,70683,67264,67318,63347,69463,60066,67981,62861,66725,2088114
122,78432,79372,82811,85125,70342,29484,61964,75580,83389,53974,90558,100749,89766,81899,89483,78969,82219,81889,74500,79465,62670,75902,73611,63421,64305,63577,66279,62054,71009,2152798
123,66319,73426,78139,80984,69329,29928,51977,80662,80093,81082,90356,95969,97921,80742,85392,83831,78746,69625,76141,74937,71934,68158,71037,72422,68615,68757,68345,72698,73165,2160730
