node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,total
462,118584,185193,63233,52512,187924,106414,81880,134952,70348,181156,73818,109699,180754,84811,180815,105450,104192,34099,42243,37576,58470,103059,42397,41498,38230,2419307
463,28213,158609,90023,94266,107748,66078,102230,55458,72058,116266,105459,54412,161592,114282,56470,153466,65965,41281,28175,52599,60925,85409,34024,31707,55679,1992394
464,49187,302508,164374,100327,113444,52073,137804,119500,226973,80774,106595,104088,171082,112202,97828,197283,75930,34519,116588,19791,65516,101346,64035,22956,58874,2695597
465,54647,177521,135757,52720,129854,149036,64508,83523,242870,103927,184502,136651,50941,66868,81340,194644,56990,36647,37987,126522,41317,66939,68672,47954,41442,2433779
466,49061,42105,72302,68386,117588,118011,54353,45107,113921,90177,144071,58855,34868,55431,44708,125765,43603,27548,26078,36044,34382,36341,53536,38160,45706,1576107
467,35873,52146,32103,36303,29191,28014,36999,32042,29866,29319,33175,34483,29274,31165,29718,31997,30715,22610,25925,37260,25185,29012,35993,40992,36993,816353
468,28783,49192,274621,51912,133022,249875,144131,93562,77980,190721,117568,201855,99191,183540,122709,154623,89094,101625,46425,94999,86204,40955,31843,45477,53295,2763202
469,113449,65137,287637,195854,101123,69541,129222,177571,140783,205222,84909,135207,121650,206890,136832,191753,301161,39101,91224,94063,160930,81268,50028,27221,59861,3267637
470,95157,165211,257926,168993,119917,142323,177987,124404,98223,177500,105059,118756,158672,222347,95686,96938,357733,37298,103879,83571,174447,165080,17474,37013,61478,3363072
471,91316,66135,182891,125781,96437,125463,78701,61977,83934,76458,127190,172699,75856,97394,73554,62055,178828,35543,54055,81859,91342,100010,76732,52811,63552,2332573
472,30899,104281,58166,96307,54342,61078,61910,68951,190084,97465,77301,51092,92840,145204,82782,49074,86638,31174,79367,73778,69074,21438,19068,137935,76520,1916768
473,59410,97437,45585,94567,74001,64572,81321,78744,169141,55760,78370,53241,77663,149638,48888,47979,62025,28762,33509,98567,45105,79527,22115,36026,159725,1841678
474,40820,44254,59929,49441,84674,35036,47214,78601,56917,32586,46190,37770,61556,34511,41074,34544,35224,30640,39775,37796,38775,21116,30847,35495,53610,1108395
475,171647,111931,138050,70183,95597,71019,66845,70611,94889,74387,61106,57779,86761,81838,66734,73796,59897,91614,62686,104307,64683,40567,50924,112512,51388,2031751
476,102021,73037,60542,51472,54856,48123,47701,43683,50208,56095,47942,43450,45351,53004,47835,54074,45958,71636,37997,34963,31830,28108,30340,30445,31035,1221706
