node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
147,45306,48291,41174,48256,41051,48788,56308,49461,48733,42090,47271,52135,34768,40316,42735,37795,38041,38426,35470,836415
148,40759,46560,38938,42601,37765,44117,52618,52468,54703,42701,45392,48817,40488,40924,42754,42178,37860,37189,34607,823439
149,40594,46051,39645,47428,42830,52253,55637,53187,47978,41673,52203,40583,38150,39832,40037,35631,34980,38480,36445,823617
150,33247,44663,37622,48416,41375,45234,52414,52918,46802,46469,45333,44953,45785,36674,40758,39946,34777,40929,34510,812825
151,36337,42223,39267,42784,41868,44776,59122,53277,41244,56952,45478,42268,41270,39738,34010,35532,35065,38154,33521,802886
152,38054,37115,39727,36026,39425,38709,56894,49725,51905,48548,49765,44664,38159,38866,35605,38526,38886,43054,40879,804532
153,29825,39665,41540,42486,35181,44340,54129,49615,58476,49618,41460,39672,36112,37383,38829,34218,31813,37493,36098,777953
154,35821,42940,36138,46881,35795,46810,52893,55131,53923,44635,41932,44871,41913,44126,45185,36179,37292,37812,39472,819749
155,36979,30817,37282,40095,47018,35574,54112,67780,47485,45255,46568,43065,44208,37777,37904,39151,38480,33575,32386,795511
156,47097,42288,48846,44397,45772,38761,51514,57764,51958,44849,38522,33646,34650,29558,36058,33379,33466,30652,34799,777976
157,35623,41310,35533,41883,37504,40376,56778,57231,49657,45552,39753,43079,35885,33833,34670,33038,36045,38812,37358,773920
158,35733,38419,33356,42463,37435,40523,62088,49542,49929,46303,44326,36473,35511,33392,33303,36532,39890,38520,31649,765387
159,35660,36970,40065,35548,37224,32336,59029,56545,51396,46689,42748,40481,33706,31962,38779,36216,33036,38224,34189,760803
160,37856,42792,38246,43539,36953,38162,54365,46725,53589,48675,45038,38899,38924,35963,37130,39758,36018,40164,36613,789409
161,36884,44441,41009,40496,39699,40695,48604,55813,50904,48020,47979,43177,42501,40942,36530,34629,35175,36807,35092,799397
162,37026,44738,40472,44971,40932,42702,61183,53971,48613,47502,44693,38363,39995,36853,39118,37701,35240,40835,35094,810002
163,35102,41524,36644,42500,38251,45182,53744,47174,49994,46371,44628,39133,38713,45150,34511,36454,33976,35710,31619,776380
164,33635,39234,35714,39577,36037,42424,65367,49965,46836,44930,44590,38449,44428,36867,34744,39131,36428,39048,36266,783670
165,40553,36048,42298,36827,43098,44664,57606,48844,52123,45566,44550,48681,35865,38378,34061,35999,34031,36856,32225,788273
166,34624,45528,34834,40649,34324,42983,63101,47546,44864,49184,59350,39623,38190,36882,37744,37942,34502,33307,32372,787549
167,30999,38541,35833,39345,36282,40997,52785,52783,48536,63259,44880,40590,39153,36244,40730,39955,33361,39518,33555,787346
168,34174,39232,46115,38579,44204,39598,54963,48795,58670,44601,45282,37578,32343,40816,44582,37770,36538,34990,31637,790467
169,44267,71354,73940,67797,60558,63763,66079,65599,65430,63963,55794,60905,55004,57976,48377,49997,48987,49325,58373,1127488
170,77305,65797,66458,66189,57068,61977,69242,61416,58095,64239,56926,55172,53809,72398,73133,64648,61249,64330,64979,1214430
171,60856,60240,59226,62064,60580,62497,61879,63172,60312,62797,57265,52716,51157,44829,60810,56796,58794,59256,55088,1110334
172,70856,60932,63579,57806,58325,63901,60489,58564,60598,60020,54105,53253,55562,51880,64120,50499,53293,55259,57726,1110767
