node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,total
178,4372,8747,7400,11121,9498,8674,15157,9228,8859,8466,9537,7911,6037,4282,4326,3907,3004,130526
179,5001,8838,3199,6857,6704,6459,9234,9356,11925,10442,8369,9307,1576,3003,2170,5714,2071,110225
180,6742,3679,8250,3468,5410,5702,3356,2349,5740,5592,6969,3340,3027,622,972,3546,2285,71049
181,2695,7142,1793,4620,5343,2459,3376,584,4433,1592,1897,2428,420,623,1224,2107,1778,44514
182,2567,2361,9550,4875,4545,2328,3440,1934,6032,3257,5252,451,5867,2419,421,1471,4645,61415
183,3523,4222,6817,7630,3442,6943,6236,3172,2740,4290,8386,5068,2264,5192,3340,5348,8215,86828
184,3790,2689,3839,4148,6469,5352,6747,9437,3054,9349,6364,3853,1817,2583,1829,1421,3189,75930
185,2628,8554,3618,3823,2305,5199,8390,4981,4933,6842,7964,3557,3388,2498,951,1308,3020,73959
186,8279,4076,9483,6081,2007,2923,6353,7589,8087,5631,5416,3020,1737,3363,3067,2881,1321,81314
187,8713,12862,8272,11244,15518,11463,9976,14752,11128,10009,13997,11205,8153,14324,6946,7110,3829,179501
188,6670,6738,3370,4701,8010,4731,7210,9613,5953,8930,6424,10066,7441,12530,8166,6123,4641,121317
189,2362,1994,4318,2655,3352,7316,4473,6789,4738,7295,7505,6132,11227,6923,7730,4048,5063,93920
190,27486,13858,12758,13548,10159,15380,9003,9815,9786,5338,6318,4429,3885,5114,5144,4516,2813,159350
191,23323,19796,14168,12176,7381,3889,5384,7793,4268,6124,4751,4412,3188,3278,3460,2692,1102,127185
192,27490,27651,21118,14825,11503,10373,9720,11421,9908,13918,9245,8250,5501,11524,13189,4316,4117,214069
193,5190,3655,2627,3160,6502,5641,9850,6170,11123,8690,9221,6821,4978,6687,13393,7235,3123,114066
194,958,2216,4528,4285,6569,8151,6172,8230,7154,12028,7425,6785,5785,5190,8604,6280,5610,105970
195,8474,8749,11079,7744,9760,8472,8876,11121,6523,4711,6187,8330,6238,22523,3290,4421,2498,138996
196,10825,6806,6613,14235,7971,6789,6129,3647,6411,10128,3636,6539,14856,4350,11365,3476,3048,126824
197,14687,3923,7504,6118,7146,5502,11060,3868,9823,4386,3606,7647,13655,3038,10783,4744,3032,120522
198,2266,3059,5583,8046,4649,3741,1240,2775,2153,2866,2546,1765,4008,3670,4229,1943,3684,58223
199,1156,2545,3318,9551,2595,1905,8230,5068,4813,4086,5629,2551,2200,3878,3430,1771,3360,66086
200,2932,2392,12343,2504,3666,6104,4277,4707,5950,7032,7082,1599,1837,4689,1656,5812,7175,81757
201,3894,10197,3935,6713,5113,6899,4610,6101,3950,4278,5463,8905,4805,2764,1190,5156,2587,86560
