node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,total
111,65708,82515,61624,65940,72008,71893,66645,53521,86462,86591,82425,77248,80106,77924,72888,82247,66496,72335,66251,67368,62756,56442,58856,58746,62090,1757085
112,65100,85107,69669,65485,77127,77252,70721,60148,83384,84361,76864,74574,70996,72947,68868,66499,68553,62913,66015,68070,57547,62677,65722,65197,62375,1748171
113,63649,75756,67142,60894,76218,69665,63181,59489,85979,85854,90471,84359,75278,75617,72199,66773,61683,61673,67800,67621,57021,58514,64748,59412,59704,1730700
114,62185,78282,67847,64609,78136,72924,77394,62276,83674,84256,80303,83589,74529,71376,71272,68824,65535,70085,61750,66467,59413,59086,58101,60559,58184,1740656
115,65260,57798,67874,63030,67582,77754,68007,76564,86498,84864,93626,82587,72183,69938,73422,75141,69558,65518,62573,70335,71572,57867,64844,64240,58460,1767095
116,63769,68418,78080,66068,69392,77272,75824,65508,88113,88210,80114,80772,80431,100401,69974,73754,66398,66910,65766,66367,60411,61856,54492,59592,63921,1791813
117,65080,53411,59205,76568,57565,56935,70108,69563,81866,91158,84425,75897,81328,78121,70167,73470,79458,65413,65145,61970,62286,65074,64251,57399,62799,1728662
118,72376,76889,65130,68499,71207,67200,64992,73598,85365,80994,84189,82798,75262,79309,74427,70956,67692,64641,67158,68755,73773,61481,63963,58404,57453,1776511
119,74148,76946,68364,64805,73667,61832,65581,81248,88498,76017,81685,74585,76463,72689,68031,63443,63405,58294,53605,60208,60529,59816,57617,56131,48532,1686139
120,66207,71528,93732,76455,67905,72085,69753,69362,91157,72463,73549,70519,72075,60805,68142,64737,63544,56129,63703,59733,58663,55298,56938,52872,58069,1685423
121,67579,86543,73168,83542,65312,69946,75424,67795,85298,73342,86012,71768,66709,83122,65823,61031,60826,58849,65394,61367,57151,50898,57828,49782,54394,1698903
122,62671,71379,77137,82012,60914,70798,70992,63159,87953,77007,77123,72231,72568,78535,64587,66224,61204,59121,65960,63697,52089,56936,61074,53939,56908,1686218
123,70451,63976,76747,77876,78353,59489,65657,69679,88938,84657,78313,80193,73614,78548,70871,67465,61411,61040,61506,68768,58874,59912,57062,54637,55852,1723889
124,64533,75063,80413,77046,77818,61131,65498,83829,88383,77856,82294,91963,68670,73595,76062,68749,62099,59729,63830,64118,56604,54416,52412,58135,54562,1738808
125,65748,69606,79855,75161,85414,59010,70153,74164,81566,78473,83048,80864,73705,71208,71022,65850,70092,64420,66214,59845,61013,58822,57264,56398,56395,1735310
126,67915,71908,75211,80450,80638,65535,69073,74371,84903,80370,86657,78659,77159,77264,71140,69076,62999,65057,58508,67815,58302,54056,54491,52457,57003,1741017
127,67997,69802,63020,80060,72214,75635,62902,57984,89584,92083,74309,80798,73622,67429,65779,68974,61867,63919,70300,56972,64071,62825,56461,59055,58657,1716319
128,69818,83441,72867,63896,76349,73244,74306,58620,87876,74188,72154,73731,76765,71100,78459,62877,64612,63521,54737,64463,59747,61461,63424,55517,58700,1715873
129,61902,74415,65979,67511,76559,74127,80281,61136,85235,76477,83290,83177,74756,74648,74699,65559,63064,61359,63496,62040,57338,55178,56523,61778,61703,1722230
130,60657,72427,67031,64856,78261,69563,68439,59519,89214,81385,88514,83281,71978,71367,72212,66084,64927,65332,63102,57125,59716,63828,61954,59509,56986,1717267
131,59577,64714,59167,67079,77009,74513,76680,54480,83730,76095,77841,77410,79978,79658,70745,66405,65018,66687,62739,62067,58144,61502,60577,56372,59127,1697314
132,71053,63458,75173,65144,66165,78863,72752,72141,84492,79979,88431,81658,72064,69939,70594,67636,69180,71588,64443,65098,59143,56824,62559,59657,62416,1750450
133,62136,63013,77677,65931,61652,74290,68529,74982,84697,83503,80962,78136,71142,72921,77429,69843,62657,72644,66122,61773,63141,58358,57757,63466,59915,1732676
134,68958,59319,69642,77714,65552,61329,73424,64557,78348,84195,93432,72608,75552,70726,69257,72378,68886,69996,62823,60446,55785,58477,62430,58903,59688,1714425
135,71849,75820,61615,66633,73744,61819,59440,71483,77555,80970,83064,76735,69610,76506,69062,79563,58536,67124,62190,63855,64826,58523,62080,55294,58057,1705953
136,66135,78150,63684,64839,71279,64993,63283,70906,87792,74334,80372,71070,73035,64583,69036,59745,59618,59554,62221,59677,55104,52384,55563,52104,51713,1631174
137,68203,65264,71309,59398,62604,63868,61507,59585,83150,71354,72236,76024,72418,69534,67033,60649,64323,62293,57789,58681,53107,56506,50255,44453,52954,1584497
138,70260,81157,80784,78643,59599,63811,68732,66593,86206,71507,76712,70841,69360,64838,65157,59354,66007,59493,54500,57955,50616,50124,48639,50872,54898,1626658
139,57874,69766,70174,70570,54355,65822,64362,63822,80233,71192,79126,72277,72720,66824,64611,62734,69525,56327,57011,60793,56424,52565,51212,55588,54977,1600884
140,76605,65285,75907,69751,76288,58061,62348,63502,83267,72060,80775,71687,65149,63732,67393,62849,58812,58172,55811,61191,55420,46137,57109,53869,58113,1619293
141,65452,63382,68216,73958,75909,59744,61578,63784,84139,78889,72686,73132,70087,71640,67809,67457,62488,64734,56024,57318,60822,50452,50836,53493,55473,1629502
142,64621,62311,69654,76049,72064,52901,65155,68825,80042,77552,75679,70274,69757,67289,66880,79068,63266,54856,65916,53507,55658,46477,59515,56635,53161,1627112
143,62629,63279,72545,73885,73299,65608,59524,72713,75574,73069,76711,69101,72209,87361,63351,57665,57872,54678,59733,53870,58910,50594,51064,56479,59313,1621036
144,67895,61884,61308,71215,73303,70875,57189,61153,80217,69308,73343,89693,67064,74731,70928,71136,63261,56532,59511,59125,56535,59256,57448,56338,56523,1645771
145,69509,78422,64140,59818,81179,69145,69426,62267,82039,96820,71278,74509,63571,69014,64497,68666,63273,59372,57124,60081,57887,53029,58487,61863,51020,1666436
146,66189,70057,66745,59507,73857,70925,72632,61377,81600,79169,73517,81678,63045,76306,68269,60950,63912,62670,54123,59457,54575,52885,57212,60494,54556,1645707
147,60183,75047,65505,58578,70927,68436,63517,53470,82437,79342,80316,85088,69707,69789,69629,68778,61859,67666,68105,61836,57670,53732,53035,57597,60846,1663095
